idEstablecimiento|nombre_esta|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|horarios|id
33553|LAS VEGAS|VIA BAEZA-QUITO SECTOR GUAGRAYACU FRENTE A LA GASOLINERA TRANSINSER BAÑOS||985892620||tumamita.sagitario@hotmail.com||104|Lunes a sabado de 08:00 a22:00|55762
33554|SEÑOR OZU|CALLE ATANACIO SANTOS S/N Y REALES TAMARINDOS||997209816||jacqueline 4682@hotmail.com||221|Lunes a sabado de 08:00 a22:00|55763
33555|GASOLINERA GAN|7 1/2 SAN ANDRES VIA A QUITO||||gasolinerasanandres@gmail.com||218|Lunes a sabado de 08:00 a22:00|55764
33556|MINI MARKET SAN CARLOS|VIA MANTA JARAMIJO - GASOLINERA PRIMAX AEROPUERTO||980239575||juanbravoc.jbc@hotmail.com||152|Lunes a sabado de 08:00 a22:00|55765
33557|PARRILLADAS LA AURORA 2|B. CRISTO REY AV. 113||52927525||matildebailon2015@gmail.com||135|Lunes a sabado de 08:00 a22:00|55766
33558|PARRILLADAS LA AURORA|LA AURORA 1ETAPA MZ-H, LT.29||2927525||matildebailon2015@gmail.com||182|Lunes a sabado de 08:00 a22:00|55767
33559|ASADERO POLLO DE MAMI|CDLA. LAS ORQUIDEAS SOLAR #2 MZ. #61||||||193|Lunes a sabado de 08:00 a22:00|55768
33560|TONGA Y BOLLO|EL LUBO SAN LORENZO||||||181|Lunes a sabado de 08:00 a22:00|55769
33561|MARISQUERIA EL BACAN|PRIMERA IMPRENTA 11-17 ELOY ALFARO|FRENTE A LA PAÑALERA POTOTI|995919148|32855165|rubemn789@hotmail.com||237|Lunes a sabado de 08:00 a22:00|55770
33562|PARRYBURGER|ISLA MARCHENA E13-21 Y AV. DE LOS GRANADOS|DIAGONAL A LA UNIVERSIDAD DE LAS AMÉRICAS|26009928|992655798|fatimalcivar81@hotmail.com||100|Lunes a sabado de 08:00 a22:00|55771
33563|CASA MENESTRA|COOP. CONSEJO PROVINCIAL DEL GUAYAS, AV. FRANCISCO DE ORELLANA, MZ. 12, SOLAR 23||||fabian@casamenestra.com||208|Lunes a sabado de 08:00 a22:00|55772
33564|PARAISO EL|CALLE 119 Y AV. 104 BARRIO EL PARAISO||52381974||viviana.1982@hotmail.com||115|Lunes a viernes 06:00 a 20:00|55773
33565|PORTEÑO EL|AVDA 24 Y CALLE 17||52613565||porteñogourmet@hotmail.com||174|Lunes a viernes 06:00 a 20:00|55774
33566|TABLA STEAK HOUSE LA|AV. JOSÉ MARÍA URBINA Y ATANACIO SANTOS||||jkatita_25@hotmail.com||204|Lunes a sabado de 08:00 a22:00|55775
33567|EL BURRO|FOCH E6-12 Y REINA VICTORIA|PLAZA FOCH|22557840|22546713|iandres.mendoza@gmail.com||113|Lunes a sabado de 08:00 a22:00|55776
33568|EL BURRO|FOCH E6-12 Y REINA VICTORIA|PLAZA FOCH|22546713|998932407|iandres.mendoza@gmail.com||159|Lunes a sabado de 08:00 a22:00|55777
33569|"MINI MARKET ""RHINOGAS"""|"BY PASS QUITO-QUEVEDO .AV PRINCIPAL JUNTO A LA HOSTERÍA ""MI CUCHITO"||992101445||||214|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|55778
33570|ISLA VARADERO|El Dia N37-31 y El Comercio|DETRAS DEL QUICENTRO|22262214|999969969|cris2010ray@hotmail.com||203|Lunes a sabado de 08:00 a22:00|55779
33571|HOSTAL ISLA VARADERO 3|MARIANO AGUILERA E7-177 Y AV DIEGO DE ALMAGRO|FRENTE A BUKER|22454521|22454521|ramon.zambrano@hotmail.com||148|Lunes a Viernes 08h30 a 17h30|55780
33572|VIKIN|C. LOBO DE MAR Y GENOVEVA||||stalin_gonzales80@hotmail.com||141|Lunes a viernes 06:00 a 20:00|55781
33573|ASADERO MIGUELON|MANABI Y ELOY ALFARO Y JUAN PEREIRA||52681223||guadapiol3056@gmail.com||124|Lunes a sabado de 08:00 a22:00|55782
33574|ASADERO EL SAZON MANABITA 3|CDLA. GARZOTA, MZ. 141, SL. 8||88714637||||126|Lunes a sabado de 08:00 a22:00|55783
33575|FUENTE DEL SABOR # 2|CALLE CORDOVA ENTRE RICAURTE Y CHILE||52654653||||152|Lunes a sabado de 08:00 a22:00|55784
33576|FUENTE DEL SABOR #1|CHILE Y RAMOS IDUARTE||52654653||||164|Lunes a sabado de 08:00 a22:00|55785
33577|MARVENTO IV|AVENIDA ENRIQUEZ GALLOS BAJOS DEL HOSTAL MARVENTO IV||||||249|Lunes a sabado de 08:00 a22:00|55786
33578|ALAVA SEÑOR CAFE|PLAZA DEL SOL PLANTA BAJA||||tito.alava@hotmail.com||106|Lunes a sabado de 08:00 a22:00|55787
33579|A LA PARRILLA|AV. 24 CALLE 9||||||118|Lunes a sabado de 08:00 a22:00|55788
33580|BUEN POLLO CARMITA|josé antepara e3-01 y pedro fermín cevallos||22952486|981423276|gregoriocagua52@gmail.com||148|Lunes a sabado de 08:00 a22:00|55789
33581|PAVITO EL|LOS ARENALES FRENTE MALECON||52340239||||245|Lunes a sabado de 08:00 a22:00|55790
33582|LOS MANABAS|LOS ALMENDROS Y AV. ELOY ALFARO||88990045||||160|Lunes a viernes 06:00 a 20:00|55791
33583|MINDO|SN LUIS S/N PB 1 SIXTO DURAN BALLEN S/N DIAGONAL A LA IGLESIA||22170332|983569642|mindohostal@gmail.com||117|Lunes a sabado de 08:00 a22:00|55792
33584|ANTOJITOS Y ALGO MAS|AV. QUITO N° 2, INTERSECCIÓN TERCERA TRANSVERSAL||2170332||mindohostal@gmail.com||163|Lunes a sabado de 08:00 a22:00|55793
33585|CABAÑITA DEL SABOR LA|KM 4 1/2 VIA A MANTA SECTOR LOMA DEL VIENTO||52930228||||216|Lunes a sabado de 08:00 a22:00|55794
33586|PIMIENTA II|KM 6 S/N VÍA A SANTA ANA||93884269||yajisamen@hotmail.com||154|Lunes a sabado de 08:00 a22:00|55795
33587|OLLA MANABA LA|CDLA. GARZOTA, MZ. #42, SOLAR #34||||v_liza@hotmail.com||170|Lunes a sabado de 08:00 a22:00|55796
33588|PLANTEUR COCKTAILBAR-KARAOKE|FLAVIO REYES Y AV. 19||||xavicuz@hotmail.com||158|Lunes a sabado de 08:00 a22:00|55797
33589|BARRACA RESTO BAR|CALLE V9 LOTE.06 Mz. AZ(CIUD. UNIVERSITARIA)||||barracarestobar@hotmail.com||192|Lunes a sabado de 08:00 a22:00|55798
33590|ORIENTAL CITY|CDLA. LA ALBORADA, AV. FELIPE PEZO Y BENJAMIN CARRION, SUPERMANZANA 105, C.C. CITY MALL, LOCAL 19||996638514||janecitaludy@hotmail.com||192|Lunes a sabado de 08:00 a22:00|55799
33591|SHOT SPORT BAR KARAOKE|AV. ESTUDIANTIL S/N VIA TOSAGUA||||jcruizam@hotmail.com||177|Lunes a sabado de 08:00 a22:00|55800
33592|YORMARI|CALLE 19 BARRIO COORDOVA||2624375||yormar.hostal@gmail.com||108|Lunes a sabado de 08:00 a22:00|55801
33593|VITTORIA|Calle maría Elene Menéndez 000 vía de acceso al puerto pesquero|ubicado atras de la única cancha sintética que hay en el cantón|985069294|986328181|alvavi2882@hotmail.com||169|Lunes a sabado de 08:00 a22:00|55802
33594|BOCATA EL|TENNIS CLUB ENTRE 5 DE JUNIO Y AVENIDA MANABI||939258170||elbocata1981@outlook.com||150|Lunes a sabado de 08:00 a22:00|55803
33595|EL SAZÓN MANABA RESTAURANT LSZZ|ESPEJO N9-49 Y VENEZUELA|C.C. PASAJE VACA 3ER PISO|992753677|992753677|lizarzam_5@hotmail.com||205|Lunes a sabado de 08:00 a22:00|55804
33596|ALEXANDER|MALECON Y CALLE PORTOVIEJO||2340154||||100|Lunes a sabado de 08:00 a22:00|55805
33597|FABIOLITA|AV. CESAR RUPERTI||2398591||||169|Lunes a sabado de 08:00 a22:00|55806
33598|HOSTAL RUTA E15|CALLE 119 S/N AV. 105|A UNA CUADRA DEL CENTRO DE EVENTOS VICMAR.|992997849|989586979|galo.devaca@outlook.com||245|Lunes a sabado de 08:00 a22:00|55807
33599|PICANTERIA EL REDONDEL|AV. 17 DE JUNIO, CIUDADELA LUIS BUSTAMANTE||52603087||larryredondel@yahoo.es||190|Lunes a sabado de 08:00 a22:00|55808
33600|ASADERO LA ESQUINA DE ALES|BOLIVAR S/N GUAYAS|SE ENCUENTRA EN LA CALLE BOLIVAR ENTRE GUAYAS Y FRBRES CORDERO FRENTE A PARRILLADA EDWAR|995793005|994084349|zambranomarianomarcelo@gmail.com||166|Lunes a sabado de 08:00 a22:00|55809
33601|KARAOKE TEQUILA|CDLA. LA GARZOTA MZ 152 VILLA 8||45070647||arturovillafuerte@hotmail.com||148|Lunes a sabado de 08:00 a22:00|55810
33602|HANGAR LOUNGE BAR|AV. MANABI S/N 5 DE JUNIO|-FRENTE A CNT ATRAS DE PLAZA JAMA PARK|0|999719387|jorge.cascante.bruno@gmail.com||229|Lunes a sabado de 08:00 a22:00|55811
33603|MINIMARKET RYR|AV 5 DE JUNIO Y AUTOPISTA MANABÍ GUILLEN||2337264||||214|Lunes a sabado de 08:00 a22:00|55812
33604|RESTAURANTE J Y M|PANAMERICANA SUR S/N KM.23||959556433||||113|Lunes a sabado de 08:00 a22:00|55813
33605|AGUA BLANCA PUERTO LOPEZ|AV. MACHALILLA Y ABDON CALDERON||52300240||osejos@hotmail.com||119|Lunes a sabado de 08:00 a22:00|55814
33606|LA CASA DE FERNANDO|VIA TIMBUYACU s/N PRINCIPAL|VIA A URCUQUI , A 100 METRO DE LA ESTACION DE GASOLINA DE URCUQUI GIRA A LA IZQUIERDA COJE VIA SAN BLAS TIBUYACU A 15 MINUTOS EN VEHICULO DESDE SAN BLAS.|983867276|991114187|ferreisen@yahoo.com||214|Lunes a sabado de 08:00 a22:00|55815
33607|VIPPAR|C.120 AV.108||2383783||javiervipmanta@hotmail.com||128|Lunes a sabado de 08:00 a22:00|55816
33608|RESTAURANTE MARISQUERIA EL CARACOL|CALLE BOLIVAR S/N FRENTE AL PARQUE CENTRAL||||||205|Lunes a sabado de 08:00 a22:00|55817
33609|CEVICHERÍA MARYVICHE DEL PARQUE COTOCOLLAO|José Rodríguez N65-212 y Lizardo Ruíz||22253363|22253363|maryviche16@hotmail.com||116|Lunes a sabado de 08:00 a22:00|55818
33610|MUNDO DEL SABOR EL|10 DE AGOSTO ENTRE ESCOBEDOY RICAURTE||||||203|Lunes a sabado de 08:00 a22:00|55819
33611|TRAVESIA LA|SANTA MARIANITA, AV MALECON||980566664||travesiahotel@gmail.com||132|Lunes a sabado de 08:00 a22:00|55820
33612|TRAVESIA LA|SANTA MARIANITA||||brunoaliatis@hotmail.com||106|Lunes a sabado de 08:00 a22:00|55821
33613|PUNTO NESCAFE ALEGRÍA|av. el parque s/n Y alonso de torres (CC EL BOSQUE)|DEBAJO DEL C.C. EL BOSQUE|984493684|984493684|velezmari_@hotmail.com||191|Lunes a sabado de 08:00 a22:00|55822
33614|ENIGMA|CALLE JORGE WASHINGTON Y KENNEDY CIUDADELA CALIFORNIA||979020452||newtonmoreira26@gmail.com||143|Lunes a sabado de 08:00 a22:00|55823
33615|CECY-MAR|CALLE 7 DE AGOSTO Y ATHUALPA||||||139|Lunes a sabado de 08:00 a22:00|55824
33616|SAPORIT|BARRIO SAN AGUSTIN CALLE OLIVA MIRANDA||||euliqui11@hotmail.com||104|Lunes a sabado de 08:00 a22:00|55825
33617|SEÑOR CANGREJO|CALLE 12 Y AV. 21 ESQUINA||6051986||anita_nany83@hotmail.com||110|Lunes a sabado de 08:00 a22:00|55826
33618|HAROLDO EL|CHILE ENTRE PEDRO GUAL Y 10 DE AGOSTO||52636991||elharoldo27@hotmail.com||100|Lunes a sabado de 08:00 a22:00|55827
33619|ZAYSANT ECOLODGE|CESAR MORAN PAREJA LOTE 5/6 SOBRE LA LINEA FERReA|ENTRADA AL LIMONAR DIAGONAL A LA HOSTERIA SAN JOSE|996633197|22390213|zaysant@gmail.com||150|Lunes a sabado de 08:00 a22:00|55828
33620|PIZZERIA LA SIN PAR DE CARCELÈN|MODESTO CHAVEZ OE3-424 Y JAIME ROLDOS||3444111||||187|Lunes a sabado de 08:00 a22:00|55829
33621|GINO Y JACQUI|VIA BARBASQUILLO||||||106|Lunes a sabado de 08:00 a22:00|55830
33622|CHIFA HONG KONG|AVENIDA METROPOLITANA S/N CALLE 9 Y 15 DE OCTUBRE||989197061||sufen_222@hotmail.com||195|Lunes a sabado de 08:00 a22:00|55831
33623|CABAÑAS BELEN|PLAYITA MIA||||||228|Lunes a sabado de 08:00 a22:00|55832
33624|SHOOTERS||DIAGONAL A CNT||987683808|albertosojos28@gmail.com||131|Lunes a sabado de 08:00 a22:00|55833
33625|SHARI SUSHI|AV. REALES TAMARINDOS S/N. A LADO DEL COLEGIO CRUZ DEL NORTE||2000172||leito8203@hotmail.com|www.sharisushibar.simplesite.com|232|Lunes a sabado de 08:00 a22:00|55834
33626|LAS DELICIAS DE MINDO|calle 9 de Octubre s/n Sucre|FRENTE AL PARQUE DE MINDO|989482005|989482005|mari-gab-leo@hotmail.com||214|Lunes a sabado de 08:00 a22:00|55835
33627|BRISAS DEL MAR|MALECON JUNTO AL REST. GEMITA||||||200|Lunes a sabado de 08:00 a22:00|55836
33628|LA MOLIENDA.EC|PROLONGACIÓN AV. MANABI. PLAZA P.||992945687||patogarciabasurto@gmail.com||201|Lunes a sabado de 08:00 a22:00|55837
33629|ESQUINA DE ALES LA|SIETE D EOCTUBRE WALTER ANDRADE||994085324||darwin-@hotmail.com||145|Lunes a sabado de 08:00 a22:00|55838
33630|DELICIAS INTERNACIONAL|AV. HIPOLITO GONZALEZ S/N Y AV. RIO AMAZONAS||2750981||davidgranoble_1987@hotmail.com||231|Lunes a sabado de 08:00 a22:00|55839
33631|CHIFA LAI PORTOVIEJO|AV. MANABI ENTRE CICERON ROBLES Y PAULO EMILIO MACIAS||99109823||josegutierrez1383@gmail.com||109|Lunes a sabado de 08:00 a22:00|55840
33632|CHARY|AV. NAPO E2-28 Y SALCEDO|A 2 CUADRAS DEL DISPENSARIO IESS VILLA FLORA|22698494|988646936|joseramonmazamba@gmail.com||247|Lunes a sabado de 08:00 a22:00|55841
33633|7 MARES|CALLE 110 A. MALECON PARQUE DEL MARISCO||||annyli82@hotmail.com||185|Lunes a sabado de 08:00 a22:00|55842
33634|ASADERO D`MELANY|COOP. URBANOR, MZ. 164, SL. 7||2888953||||202|Lunes a sabado de 08:00 a22:00|55843
33635|GUADUA|MALECÓN Y CALLE JUAN BENIGNO VELA||2340386||luisarturoiguadua83@hotmail.com||131|Lunes a sabado de 08:00 a22:00|55844
33636|CEVICHES Y MENESTRAS DEL VALLE|AV. GENERAL ENRIQUEZ 36-07, DIAGONAL BANCO INTERNACIONAL||2864349||derbyps62@gmail.com||138|Lunes a sabado de 08:00 a22:00|55845
33637|BUEN SABOR DE MANABI EL|COOP. ABDALA BUCARAM, SOLAR 17, MZ 1||89413791||||225|Lunes a sabado de 08:00 a22:00|55846
33638|MANABITA DEL NORTE|CALLEJON 11 N-E Y AV. NICASIO SAFADI 3 N-E (CDLA. ATARAZANA MZ. G-3 VILLA #12)||||||155|Lunes a sabado de 08:00 a22:00|55847
33639|CAFE DEL TREN NARANJITO|AV. 9 DE OCTUBRE S/N Y AV. GUAYAQUIL||998602368||noemitv_1986@hotmail.com||127|Lunes a sabado de 08:00 a22:00|55848
33640|LA PARRILLA DE MOSKO|ATANACIO SANTOS S/N 25 DE DICIEMBRE|CIUDADELA 1 DE MAYO ESQUINA. A UN LADO DEL TALLER MORÁN|998541412|52443053|loor_alejandra@hotmail.com||206|Lunes a sabado de 08:00 a22:00|55849
33641|CASA LINDA MANABITA|VIA CRUCITA KM 31/2||99982294||||247|Lunes a sabado de 08:00 a22:00|55850
33642|CASACAY|Parroquia Casacay||||muentesd@hotmail.com||175|Lunes a sabado de 08:00 a22:00|55851
33643|EMPANADAS DE RIGO|CDLA. LOMAS DE URDESA, CALLE QUINTA, SOLAR #1 Y GUAYACANES, MZ. #63||2388495||||179|Lunes a sabado de 08:00 a22:00|55852
33644|SABOR LATINO POR EL MUNDO|JOSÉ CALAMA E7-56 y REINA VICTORIA|A UNA CUADRA DE LA PLAZA FOCH|982000185|982000185|andressolorzano1986@gmail.com||224|Lunes a sabado de 08:00 a22:00|55853
33645|CHUKITEK|SIXTO FIGUEROA S/N LIBERTAD|DIAGONAL COMERCIAL REINA|989388860|988017695|solorzanobetancourtdaniel@gmail.com||234|Lunes a sabado de 08:00 a22:00|55854
33646|IL CAFFE|CALLE PAULO EMILIO MACIAS Y AV. MANABI||2637571||ilcaffeportoviejo@gmail.com||203|Lunes a sabado de 08:00 a22:00|55855
33647|HABACUC|AV. 35 Y CALLE 21||2451058||paola.machado@restaurantehabacuc.com||100|Lunes a sabado de 08:00 a22:00|55856
33648|SAL PRIETA|ESCOBEDO # 3 Y VELEZ||99112102||malepa1408@gmail.com||198|Lunes a sabado de 08:00 a22:00|55857
33649|SALA DE EVENTOS ROSCEV|URB.LOUMENHI MZ-C L#6 c.2||2925146||juan_2183@hotmail.com||249|Lunes a sabado de 08:00 a22:00|55858
33650|CHIFA LAI #3|AV. UNIVERSITARIA FRENTE A CABALLO DE TROYA||2925769||chifalai2014@gmail.com||193|Lunes a sabado de 08:00 a22:00|55859
33651|CHIFA LAI|AV. J - 5 S/N Y CALLE J - 10||2925769||||139|Lunes a sabado de 08:00 a22:00|55860
33652|ASADERO DE POLLOS LA ESQUINA DE KEVIN|COOP. LOS TULIPANES, MZ. 1123, SOLAR 25||2490427||||229|Lunes a sabado de 08:00 a22:00|55861
33653|PIZZERÍA CLAUDIA|AV. BOLIVAR S/N Y MUÑOZ DAVILA||||||146|Lunes a sabado de 08:00 a22:00|55862
33654|BOCADITOS CHEMITA|PRINCIPAL S/N Y SAN PEDRO (SAN MATEO)||||||126|Lunes a sabado de 08:00 a22:00|55863
33655|REFUGIO EL|SAN MATEO, BARRIO VIRGEN DEL MAR MZ-1 LOTE 04||||gcruva.1384ge@hotmail.com||108|Lunes a sabado de 08:00 a22:00|55864
33656|ASADERO ESQUINA DE ALES|AV. 9 DE OCTUBRE Y PIEDRAHÍTA, MZ. 174, SOLAR 8||983240266||||160|Lunes a sabado de 08:00 a22:00|55865
33657|SHAWARMAN EXPRESS|CALLE 25 AV. 35||||ecuabrasil67@gmail.com||177|Lunes a sabado de 08:00 a22:00|55866
33658|SAN ANTONIO DE CARAQUEZ COFFE|AV CIRCUNVALACION Y SIMON BOLIVAR CALLE DANIEL HIDALGO||2692300||alejandrojayaf@outlook.com||140|Lunes a sabado de 08:00 a22:00|55867
33659|COMIDAS DEL VECINO LAS|SAUCES 7 SOLAR 10 MZ 437||97569033||||202|Lunes a sabado de 08:00 a22:00|55868
33660|RIVERA DEL SOL|JUAN MONTALVO S/N SUCRE|DIAGONAL A LA IGLESIA|52675308|985104874|marthitamacias_291@hotmail.es||153|Lunes a sabado de 08:00 a22:00|55869
33661|TRATTORIA DA GABRIELE|BRISSON S/N SANTA TERESA|EN LA SUBIDA A LA IGLESIA DE LAS CARMELITASALADO DE LA CASA DE RETIROS VILLA BRISSON|969967780||trattoriadagabriele@gmail.com||227|Lunes a sabado de 08:00 a22:00|55870
33662|LENGUADO EL|PARQUE DEL MARISCO||||||193|Lunes a sabado de 08:00 a22:00|55871
33663|WILD BAR|AV. FLAVIO REYES Y AV. 26||52627690||alejandrochirivogawb@gmail.com||177|Lunes a sabado de 08:00 a22:00|55872
33664|TÉMY|PLAZA BEACH LOCAL 10||2388073||temycoffeteahouse@gmail.com||216|Lunes a sabado de 08:00 a22:00|55873
33665|PIZZERIA HOPPA|CIUD. ULEAM MZ-AE LOTE 7 Y 8||||alfonso_andradepuiz@hotmail.com||192|Lunes a sabado de 08:00 a22:00|55874
33666|HOSTAL COSTA AZUL|CIUDADELA COSTA AZUL LOTE 8 MANZANA X|A DOS CUADRAS DEL GIMNASIO COSTA AZUL|52568726|993008143|hostalcostaazulrecepcion_reservas@hotmail.com||199|Lunes a sabado de 08:00 a22:00|55875
33667|MARQUITOS|MALECON Y VIA SAN ISIDRO||2674818||||157|Lunes a sabado de 08:00 a22:00|55876
33668|CEVICHERIA EL COLORADO|NAPO Y CHIMBORAZO||989674646||||157|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|55877
33669|BREAK TIME COFFEE|CALLE LOS NARDOS Y AV. 15 DE ABRIL||994607405||shachinaa03@hotmail.com||206|Lunes a sabado de 08:00 a22:00|55878
33670|BAR EL PADRINO|AV. FLAVIO REYES Y CALLE 26||||ppepe1989_@hotmail.com||235|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|55879
33671|ENAMORADA LA|VIA PRINCIPAL CHARAPOTO-SAN JACINTO||979928791||mayferabril@hotmail.com||117|Lunes a sabado de 08:00 a22:00|55880
33672|PIQUEOS BAR AGUS|PLAZA ACOSTA Y LOPEZ CASTILLO||||||203|Lunes a Viernes 08h30 a 17h00|55881
33673|EL PERNIL GUAYACO DE LA VEINTIMILLA|VEINTIMILLA E7-45 Y REINA VICTORIA||||||210|Lunes a sabado de 08:00 a22:00|55882
33674|OKEAAN|NACIONES UNIDAS s/n y amÉrica|CENTRO COMERCIAL PLAZA DE LAS AMERICAS|987254504|23318242|carlos_cev7@hotmail.com||124|Lunes a Viernes 08h30 a 17h00|55883
33675|MEDITERRANEO|AV. FLAVIO REYES Y CALLE 29 Y 30||||mediterraneokaraoke@hotmail.com||149|Lunes a sabado de 08:00 a22:00|55884
33676|ASADERO LA ESQUINA de ALES|CARRION PINZANO Y CRISTOBAL COLON||997458300||jenquito158518@hotmail.com||215|Lunes a sabado de 08:00 a22:00|55885
33677|CAFÉ MADAME|MALECÓN JULIO IZURIETA BARRIO ISLA DE LA PLATA||996666656||yadin_chara@hotmail.com||229|Lunes a sabado de 08:00 a22:00|55886
33678|NANTÚ LA MARISCAL|E5 JUAN LEóN MERA N22-37 y N22 JERóNIMO CARRIóN|DIAGONAL AL CONCEJO DE LA JUDICATURA|998003926|984103303|irrbombero@gmail.com||198|Lunes a sabado de 08:00 a22:00|55887
33679|GALPON EL|AV. REALES TAMARINDOS Y ATANACIO SANTOS||2442739||loly-1981@outlook.es||169|Lunes a Viernes 08h30 a 17h00|55888
33680|PIZZERIA NAPOLI|MALECÓN Y COSTA AZÚL||52340048||||192|Lunes a viernes 06:00 a 20:00|55889
33681|BAR KARAOKE TIMBER|CALLE 20 ENTRE AV. 22 Y 23||||patriciotalledo_1984@hotmail.com||229|Lunes a viernes 06:00 a 20:00|55890
33682|C-ÑOR MARISCO|PRINCIPAL SN CDLA LOS ELECTRICOS|REDONDEL DE MONUMENTO A LOS BOMBEROS,&nbsp A QUINIENTOS METROS DE KIA MOTORS|987109787||humbertocardenasf@gmail.com||159|Lunes a viernes 06:00 a 20:00|55891
33683|HOME|PLAZA DEL SOL LOCAL 24||52678457||felipecenteno22@gmail.com||186|Lunes a viernes 06:00 a 20:00|55892
33684|SOPRANOS|AV. MANABI Y TENNIS CLUB (PLAZA DEL SOL PRIMER PISO)||99205344||yeneimo_10@hotmail.com||176|Lunes a viernes 06:00 a 20:00|55893
33685|LA PONDEROSA GRILL RESTAURANT|Avenida 5 de Junio s/n s/n|Plaza Alianza frente a quinta Guillen|980925452||josepozo04@hotmail.com||171|Lunes a sabado de 08:00 a22:00|55894
33686|BARUCH CEVICHERIA Y MARISQUERIA|Avenida 5 de junio S/N S/N|Plaza Alianza|980925452||josepozo04@hotmail.com||197|Lunes a Viernes 08h30 a 17h30|55895
33687|PORTO ALEGRE|CALLE 27 AV. 35||52621580||hostal_porto_alegre@hotmail.com||224|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|55896
33688|SAZÓN MANABITA DE TUMBACO|JUAN MONTALVO 385 Y AV. INTEROCEÁNICA|SANTA MARÍA|5,93983E+11|5,93983E+11|zeus.com.ec@gmail.com||126|Lunes a sabado de 08:00 a22:00|55897
33689|CAFE ALMAGRO|COLÓN S/N QUIROGA|EN EL INTERIOR DEL PARQUE LAS VEGAS|968784817||peneloperivadeneira4@gmail.com||128|Lunes a Viernes 08h30 a 17h30|55898
33690|ASADERO PEDERNALES|AV. PRINCIPAL 307 ENTRE CALLE SEGUNDA Y TERCERA||89128673||||201|Lunes a viernes 06:00 a 20:00|55899
33691|DELICIAS DE MANUEL LAS|PORTETE #3102 Y LEONIDAS PLAZA||2191452||||200|Lunes a viernes 06:00 a 20:00|55900
33692|SAN ANTONIO|AV. PAULO EMILIO MACIAS Y TERNIS CLUB||||||186|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|55901
33693|EL FREJOL RESTAURANTE|B.SANTA MONICA, AV.24 Y C.20||2623912||||221|Lunes a domingo 24 horas|55902
33694|TACOS NIELS|AVE. 24 S/N CALLE 20||2623912||||118|Lunes a Viernes 08h30 a 17h30|55903
33695|LAURITA|AV. LOS DELFINES Y AV. QUITO||2672607||||192|Lunes a Viernes 08h30 a 17h30|55904
33696|VILLA-MAR MARISQUERIA|10 DE AGOSTO Y CHILE, DIAGONAL AL BANCO DEL PACIFICO||2650175||andresalbertovillamar@hotmail.com||129|Lunes a viernes 06:00 a 20:00|55905
33697|ESQUINITA LA|AV. AMERICA Y TENNIS CLUB||999524853||pipelopez.a@gmail.com||192|Lunes a viernes 06:00 a 20:00|55906
33698|PARADISO BAR KARAOKE DISCOTECA LOUNGE|C.20 Y AV.22Y23||||CLAEITPALACIOSL@HOTMAIL.COM||230|Lunes a viernes de 08:00 a 18:00|55907
33699|BRADAMIS|GARCIA MORENO Y VELASCO IBARRA||80447056||||120|Lunes a domingo 24 horas|55908
33700|GAVIOTAS LAS|AV. MALECON DE TARQUI ENTRE CALLES 105 Y 106||2382960||hotelgaviotasmanta@gmail.com|www.hotelgaviotasmanta.com|147|Lunes a domingo 24 horas|55909
33701|BAR KARAOKE OSTIA|B/SAN AGUSTIN C.ALBERTO CANTOS S/N Y JIMMY GARCIA||2384971||||155|Lunes a sabado de 08:00 a22:00|55910
33702|SABOR MANABITA EZEQUIEL|HERNáN CORTEZ N58-253 y VACA DE CASTRO|FRENTE A HELADERIA HEIDY|22295731|994796610|sabormanabita593@hotmail.com||171|Lunes a sabado de 08:00 a22:00|55911
33703|SODA BAR HFK|CALLE 16 AV. 6 Y 7||52629213||carzzand@outlook.com||193|Lunes a sabado de 08:00 a22:00|55912
33704|RESTAURANT DON FABI|av. 6 DE DICIEMBRE N24-201 y JOSé CALAMA|FRENTE AL COLEGIO MANUELA CAÑIZARES|999162588|984507684|fabian_elieser@outlook.es||102|Lunes a sabado de 08:00 a22:00|55913
33705|MI CASA COCINA ECUATORIANA FUSIÓN|JUAN JOSé DE VILLALENGUA OE3-63 y AV. AMERICA|FRENTE DEL MEMORIAL|984003093|984003093|fcastillo@neuronaecuador.com||181|Lunes a sabado de 08:00 a22:00|55914
33706|TSUNAMI BAR|JAVIER SANTOS Y MARCOS QUINTO||81156921||||193|Lunes a sabado de 08:00 a22:00|55915
33707|AMASH|Av. Sixto Duran Ballen SN Cdla. Guerrero|frente a la terminal terrestre|988701225|989698150|hotel_amash@hotmail.com||122|Lunes a sabado de 08:00 a22:00|55916
33708|MALABAR 360|PLAZA DEL SOL VIA A BARVASQUILLO||||amanda.ibarra@hotmail.com||157|Lunes a domingo 24 horas|55917
