id|cantón
39868|SANTA ELENA
39869|SANTA ELENA
39870|PEDERNALES
39871|GUAYAQUIL
39872|GUAYAQUIL
39873|GUAYAQUIL
39874|SANTA ELENA 
39875|EL TRIUNFO
39876|MACHALA
39877|PLAYAS
39878|GUAYAQUIL
39879|PEDERNALES
39880|EL CARMEN
39881|GUAYAQUIL
39882|GUAYAQUIL
39883|GUAYAQUIL
39884|SANTA ELENA
39885|SANTA ELENA 
39886|SANTA ELENA
39887|PIÑAS
39888|GUAYAQUIL
39889|MILAGRO
39890|MILAGRO
39891|GUAYAQUIL
39892|DAULE
39893|SALINAS
39894|JIPIJAPA
39895|SALINAS
39896|GUAYAQUIL
39897|SALINAS
39898|GUAYAQUIL
39899|MACHALA
39900|GUAYAQUIL
39901|SALINAS
39902|SALINAS
39903|GUAYAQUIL
39904|SANTA ELENA
39905|SAMBORONDÓN
39906|SALINAS
39907|SANTA ROSA
39908|MONTALVO
39909|GUAYAQUIL
39910|SALINAS
39911|GUAYAQUIL
39912|SANTA ROSA
39913|LA LIBERTAD
39914|ARENILLAS
39915|ARENILLAS
39916|GUAYAQUIL
39917|GUAYAQUIL
39918|GUAYAQUIL
39919|MACHALA
39920|MANTA
39921|GUAYAQUIL
39922|PIÑAS
39923|SALINAS
39924|SALINAS
39925|SALINAS
39926|PLAYAS
39927|GUAYAQUIL
39928|GUAYAQUIL
39929|SALINAS
39930|MARCABELÍ
39931|MARCABELÍ
39932|VENTANAS
39933|GUAYAQUIL
39934|GUAYAQUIL
39935|GUAYAQUIL
39936|GUAYAQUIL
39937|GUAYAQUIL
39938|PEDERNALES
39939|GUAYAQUIL
39940|MANTA
39941|GUAYAQUIL
39942|GUAYAQUIL
39943|SANTA ELENA
39944|MILAGRO
39945|SANTA ELENA
39946|GUAYAQUIL
39947|GUAYAQUIL
39948|GUAYAQUIL
39949|GUAYAQUIL
39950|PLAYAS
39951|PASAJE
39952|GUAYAQUIL
39953|SANTA ELENA
39954|SAMBORONDÓN
39955|GUAYAQUIL
39956|PASAJE
39957|GUAYAQUIL
39958|LA LIBERTAD
39959|EL GUABO
39960|EL GUABO
39961|SUCRE
39962|GUAYAQUIL
39963|GUAYAQUIL
39964|EL GUABO
39965|GUAYAQUIL
39966|GUAYAQUIL
39967|GUAYAQUIL
39968|GUAYAQUIL
39969|SANTA ELENA
39970|ARENILLAS
39971|LA LIBERTAD
39972|PUERTO LÓPEZ
39973|MACHALA
39974|SALINAS
39975|GUAYAQUIL
39976|ZARUMA
39977|GUAYAQUIL
39978|ZARUMA
39979|GUAYAQUIL
39980|SANTA ROSA
39981|GUAYAQUIL
39982|GUAYAQUIL
39983|GUAYAQUIL
39984|SANTA ELENA
39985|MANTA
39986|SANTA ROSA
39987|GUAYAQUIL
39988|LA LIBERTAD
39989|LA LIBERTAD
39990|SANTA ELENA
39991|SAMBORONDÓN
39992|LA LIBERTAD
39993|MANTA
39994|LA LIBERTAD
39995|MACHALA
39996|GUAYAQUIL
39997|GUAYAQUIL
39998|HUAQUILLAS
39999|GUAYAQUIL
40000|GUAYAQUIL
40001|DAULE
40002|GUAYAQUIL
40003|SANTA ELENA
40004|SANTA ELENA 
40005|GUAYAQUIL
40006|GUAYAQUIL
40007|GUAYAQUIL
40008|DURÁN
40009|GUAYAQUIL
40010|GUAYAQUIL
40011|GUAYAQUIL
40012|GUAYAQUIL
40013|DAULE
40014|BABAHOYO
40015|DAULE
40016|GUAYAQUIL
40017|GUAYAQUIL
40018|LA LIBERTAD
40019|GUAYAQUIL
40020|MONTALVO
40021|SANTA ELENA 
40022|SALINAS
40023|PORTOVIEJO
40024|SAN VICENTE
40025|PORTOVIEJO
40026|MACHALA
40027|GUAYAQUIL
40028|SANTA ELENA
40029|GUAYAQUIL
40030|MANTA
40031|GUAYAQUIL
40032|GUAYAQUIL
40033|JARAMIJÓ
40034|SAMBORONDÓN
40035|SAMBORONDÓN
40036|GUAYAQUIL
40037|GUAYAQUIL
40038|GUAYAQUIL
40039|MOCACHE
40040|GUAYAQUIL
40041|BABAHOYO
40042|GUAYAQUIL
40043|GUAYAQUIL
40044|PLAYAS
40045|SALINAS
40046|MANTA
40047|MACHALA
40048|SALINAS
40049|GUAYAQUIL
40050|GUAYAQUIL
40051|GUAYAQUIL
40052|GUAYAQUIL
40053|GUAYAQUIL
40054|PLAYAS
40055|GUAYAQUIL
40056|GUAYAQUIL
40057|GUAYAQUIL
40058|GUAYAQUIL
40059|GUAYAQUIL
40060|GUAYAQUIL
40061|GUAYAQUIL
40062|GUAYAQUIL
40063|SALINAS
40064|BABAHOYO
40065|GUAYAQUIL
40066|GUAYAQUIL
40067|SUCRE
40068|MACHALA
40069|GUAYAQUIL
40070|GUAYAQUIL
40071|GUAYAQUIL
40072|GUAYAQUIL
40073|SANTA ELENA
40074|SANTA ROSA
40075|HUAQUILLAS
40076|PASAJE
40077|JAMA
40078|LA LIBERTAD
40079|PORTOVIEJO
40080|MANTA
40081|GUAYAQUIL
40082|MANTA
40083|HUAQUILLAS
40084|DURÁN
40085|GUAYAQUIL
40086|GUAYAQUIL
40087|GUAYAQUIL
40088|GUAYAQUIL
40089|GUAYAQUIL
40090|LA LIBERTAD
40091|GUAYAQUIL
40092|SANTA ROSA
40093|MANTA
40094|MANTA
40095|MANTA
40096|PUERTO LÓPEZ
40097|MANTA
40098|GUAYAQUIL
40099|GUAYAQUIL
40100|GUAYAQUIL
40101|GUAYAQUIL
40102|GUAYAQUIL
40103|GUAYAQUIL
40104|SAMBORONDÓN
40105|GUAYAQUIL
40106|GUAYAQUIL
40107|SAMBORONDÓN
40108|GUAYAQUIL
40109|GUAYAQUIL
40110|SANTA ELENA
40111|ZARUMA
40112|GUAYAQUIL
40113|GUAYAQUIL
40114|PORTOVIEJO
40115|MONTECRISTI
40116|GUAYAQUIL
40117|GUAYAQUIL
40118|QUEVEDO
40119|QUEVEDO
40120|PORTOVIEJO
40121|SANTA ANA
40122|GUAYAQUIL
40123|LA LIBERTAD
40124|GUAYAQUIL
40125|MANTA
40126|JAMA
40127|PORTOVIEJO
40128|GUAYAQUIL
40129|GUAYAQUIL
40130|GUAYAQUIL
40131|GUAYAQUIL
40132|GUAYAQUIL
40133|LA LIBERTAD
40134|PEDERNALES
40135|GUAYAQUIL
40136|JIPIJAPA
40137|GUAYAQUIL
40138|GUAYAQUIL
40139|GUAYAQUIL
40140|SAN VICENTE
40141|MACHALA
40142|MANTA
40143|GUAYAQUIL
40144|GUAYAQUIL
40145|PORTOVIEJO
40146|PUERTO LÓPEZ
40147|GUAYAQUIL
40148|GUAYAQUIL
40149|SANTA ELENA 
40150|QUEVEDO
40151|TOSAGUA
40152|SALINAS
40153|GUAYAQUIL
40154|LA LIBERTAD
40155|SALINAS
40156|MANTA
40157|HUAQUILLAS
40158|GUAYAQUIL
40159|SANTA ELENA
40160|SALINAS
40161|QUEVEDO
40162|GUAYAQUIL
40163|GUAYAQUIL
40164|GUAYAQUIL
40165|SAMBORONDÓN
40166|MANTA
40167|GUAYAQUIL
40168|SANTA ROSA
40169|GUAYAQUIL
40170|GUAYAQUIL
40171|SALINAS
40172|GUAYAQUIL
40173|MANTA
40174|MANTA
40175|MANTA
40176|GUAYAQUIL
40177|PORTOVIEJO
40178|SANTA ELENA
40179|GUAYAQUIL
40180|MANTA
40181|MANTA
40182|MANTA
40183|LA LIBERTAD
40184|LA LIBERTAD
40185|MACHALA
40186|PUERTO LÓPEZ
40187|QUEVEDO
40188|SAMBORONDÓN
40189|CHONE
40190|QUEVEDO
40191|PUERTO LÓPEZ
40192|GUAYAQUIL
40193|SAMBORONDÓN
40194|MANTA
40195|SANTA ROSA
40196|MANTA
40197|GUAYAQUIL
40198|SUCRE
40199|GUAYAQUIL
40200|GUAYAQUIL
40201|PORTOVIEJO
40202|MANTA
40203|GUAYAQUIL
40204|PORTOVIEJO
40205|SALINAS
40206|GUAYAQUIL
40207|GUAYAQUIL
40208|SAMBORONDÓN
40209|QUEVEDO
40210|QUEVEDO
40211|GUAYAQUIL
40212|GUAYAQUIL
40213|MANTA
40214|MANTA
40215|SANTA ROSA
40216|SAMBORONDÓN
40217|SANTA ELENA
40218|GUAYAQUIL
40219|MACHALA
40220|MACHALA
40221|GUAYAQUIL
40222|MACHALA
40223|QUEVEDO
40224|PORTOVIEJO
40225|QUINSALOMA
40226|GUAYAQUIL
40227|MANTA
40228|GUAYAQUIL
40229|SALINAS
40230|ZARUMA
40231|GUAYAQUIL
40232|GUAYAQUIL
40233|SANTA ELENA
40234|SANTA ANA
40235|GUAYAQUIL
40236|SANTA ELENA
40237|PUERTO LÓPEZ
40238|SAN JACINTO DE YAGUACHI
40239|MANTA
40240|GUAYAQUIL
40241|BABAHOYO
40242|MANTA
40243|MACHALA
40244|MACHALA
40245|MACHALA
40246|GUAYAQUIL
40247|GUAYAQUIL
40248|GUAYAQUIL
40249|GUAYAQUIL
40250|GUAYAQUIL
40251|GUAYAQUIL
40252|GUAYAQUIL
40253|QUEVEDO
40254|GUAYAQUIL
40255|PIÑAS
40256|PEDERNALES
40257|SALINAS
40258|SAMBORONDÓN
40259|GUAYAQUIL
40260|JIPIJAPA
40261|SALINAS
40262|MONTECRISTI
40263|MANTA
40264|PIÑAS
40265|MANTA
40266|PUERTO LÓPEZ
40267|GUAYAQUIL
40268|SAMBORONDÓN
40269|PEDERNALES
40270|GUAYAQUIL
40271|GUAYAQUIL
40272|QUEVEDO
40273|MANTA
40274|GUAYAQUIL
40275|GUAYAQUIL
40276|GUAYAQUIL
40277|PORTOVELO
40278|GUAYAQUIL
40279|BABAHOYO
40280|EL EMPALME
40281|HUAQUILLAS
40282|GUAYAQUIL
40283|PEDERNALES
40284|MANTA
40285|SALINAS
40286|SALINAS
40287|SALINAS
40288|GUAYAQUIL
40289|SAMBORONDÓN
40290|MANTA
40291|SAN VICENTE
40292|GUAYAQUIL
40293|SAMBORONDÓN
40294|MILAGRO
40295|GUAYAQUIL
40296|SANTA ELENA
40297|MACHALA
40298|MACHALA
40299|PORTOVIEJO
40300|GUAYAQUIL
40301|GUAYAQUIL
40302|GUAYAQUIL
40303|GUAYAQUIL
40304|GUAYAQUIL
40305|PEDERNALES
40306|GUAYAQUIL
40307|GUAYAQUIL
40308|GUAYAQUIL
40309|GUAYAQUIL
40310|QUEVEDO
40311|LA LIBERTAD
40312|GUAYAQUIL
40313|SANTA ELENA
40314|HUAQUILLAS
40315|BABAHOYO
40316|SUCRE
40317|GUAYAQUIL
40318|GUAYAQUIL
40319|MANTA
40320|GUAYAQUIL
40321|GUAYAQUIL
40322|GUAYAQUIL
40323|GUAYAQUIL
40324|GUAYAQUIL
40325|PORTOVIEJO
40326|PORTOVIEJO
40327|GUAYAQUIL
40328|GUAYAQUIL
40329|GUAYAQUIL
40330|MANTA
40331|MANTA
40332|GUAYAQUIL
40333|MILAGRO
40334|GUAYAQUIL
40335|QUEVEDO
40336|MILAGRO
40337|GUAYAQUIL
40338|GUAYAQUIL
40339|GUAYAQUIL
40340|GUAYAQUIL
40341|GUAYAQUIL
40342|DURÁN
40343|BABAHOYO
40344|MANTA
40345|GUAYAQUIL
40346|GUAYAQUIL
40347|SANTA ROSA
40348|GUAYAQUIL
40349|GUAYAQUIL
40350|GUAYAQUIL
40351|GUAYAQUIL
40352|SAMBORONDÓN
40353|GUAYAQUIL
40354|PASAJE
40355|GUAYAQUIL
40356|GUAYAQUIL
40357|PORTOVIEJO
40358|PORTOVIEJO
40359|GUAYAQUIL
40360|QUEVEDO
40361|GUAYAQUIL
40362|MACHALA
40363|BUENA FE
40364|SANTA ELENA
40365|GUAYAQUIL
40366|SAMBORONDÓN
40367|PORTOVIEJO
40368|PIÑAS
40369|PIÑAS
40370|GUAYAQUIL
40371|BABAHOYO
40372|GUAYAQUIL
40373|GUAYAQUIL
40374|GUAYAQUIL
40375|GUAYAQUIL
40376|GUAYAQUIL
40377|GUAYAQUIL
40378|GUAYAQUIL
40379|GUAYAQUIL
40380|MANTA
40381|MILAGRO
40382|SANTA ELENA
40383|GUAYAQUIL
40384|GUAYAQUIL
40385|SALINAS
40386|GUAYAQUIL
40387|PEDERNALES
40388|MANTA
40389|PORTOVIEJO
40390|GUAYAQUIL
40391|PUERTO LÓPEZ
40392|GUAYAQUIL
40393|LA LIBERTAD
40394|NOBOL
40395|CHONE
40396|SANTA ELENA
40397|GUAYAQUIL
40398|PORTOVIEJO
40399|PIÑAS
40400|MACHALA
40401|MACHALA
40402|GUAYAQUIL
40403|MILAGRO
40404|MANTA
40405|GUAYAQUIL
40406|LA LIBERTAD
40407|LA LIBERTAD
40408|PORTOVIEJO
40409|MANTA
40410|GUAYAQUIL
40411|MACHALA
40412|GUAYAQUIL
40413|GUAYAQUIL
40414|GUAYAQUIL
40415|GUAYAQUIL
40416|GUAYAQUIL
40417|GUAYAQUIL
40418|SALINAS
40419|GUAYAQUIL
40420|PUERTO LÓPEZ
40421|PORTOVIEJO
40422|SAN VICENTE
40423|GUAYAQUIL
40424|PAJÁN
40425|SAN VICENTE
40426|GUAYAQUIL
40427|GUAYAQUIL
40428|GUAYAQUIL
40429|GUAYAQUIL
40430|GUAYAQUIL
40431|GUAYAQUIL
40432|SAMBORONDÓN
40433|SANTA ELENA
40434|SAMBORONDÓN
40435|MANTA
40436|GUAYAQUIL
40437|PORTOVIEJO
40438|SANTA ANA
40439|SANTA ELENA 
40440|BUENA FE
40441|GUAYAQUIL
40442|GUAYAQUIL
40443|SAMBORONDÓN
40444|PEDERNALES
40445|GUAYAQUIL
40446|MANTA
40447|DAULE
40448|SANTA ROSA
40449|MACHALA
40450|SAMBORONDÓN
40451|GUAYAQUIL
40452|GUAYAQUIL
40453|GUAYAQUIL
40454|GUAYAQUIL
40455|PORTOVIEJO
40456|NARANJAL
40457|MANTA
40458|SANTA ELENA
40459|MANTA
40460|GUAYAQUIL
40461|MILAGRO
40462|MACHALA
40463|GUAYAQUIL
40464|EL TRIUNFO
40465|GUAYAQUIL
40466|MACHALA
40467|GUAYAQUIL
40468|PORTOVIEJO
40469|GUAYAQUIL
40470|MANTA
40471|GUAYAQUIL
40472|GUAYAQUIL
40473|GUAYAQUIL
40474|GUAYAQUIL
40475|SANTA ELENA
40476|GUAYAQUIL
40477|MANTA
40478|PORTOVIEJO
40479|GUAYAQUIL
40480|GUAYAQUIL
40481|SAMBORONDÓN
40482|GUAYAQUIL
40483|GUAYAQUIL
40484|GUAYAQUIL
40485|GUAYAQUIL
40486|GUAYAQUIL
40487|SAMBORONDÓN
40488|MACHALA
40489|GUAYAQUIL
40490|GUAYAQUIL
40491|NARANJITO
40492|GUAYAQUIL
40493|GUAYAQUIL
40494|GUAYAQUIL
40495|MACHALA
40496|GUAYAQUIL
40497|PORTOVIEJO
40498|GUAYAQUIL
40499|MACHALA
40500|GUAYAQUIL
40501|GUAYAQUIL
40502|ARENILLAS
40503|MANTA
40504|BABAHOYO
40505|MANTA
40506|SALINAS
40507|MACHALA
40508|MACHALA
40509|SUCRE
40510|PORTOVIEJO
40511|MACHALA
40512|GUAYAQUIL
40513|GUAYAQUIL
40514|GUAYAQUIL
40515|GUAYAQUIL
40516|MACHALA
40517|GENERAL ANTONIO ELIZALDE
40518|GENERAL ANTONIO ELIZALDE
40519|BABAHOYO
40520|PUERTO LÓPEZ
40521|GUAYAQUIL
40522|SALINAS
40523|BABAHOYO
40524|LA LIBERTAD
40525|GUAYAQUIL
40526|BABAHOYO
40527|MACHALA
40528|SAMBORONDÓN
40529|EL CARMEN
40530|GUAYAQUIL
40531|GUAYAQUIL
40532|GUAYAQUIL
40533|GUAYAQUIL
40534|BABAHOYO
40535|GUAYAQUIL
40536|GUAYAQUIL
40537|GUAYAQUIL
40538|SALINAS
40539|PORTOVIEJO
40540|MACHALA
40541|JIPIJAPA
40542|MANTA
40543|GUAYAQUIL
40544|GUAYAQUIL
40545|SALINAS
40546|SALINAS
40547|GUAYAQUIL
40548|SANTA ELENA
40549|GUAYAQUIL
40550|GUAYAQUIL
40551|SUCRE
40552|QUEVEDO
40553|GUAYAQUIL
40554|SANTA ELENA
40555|CHONE
40556|PORTOVIEJO
40557|SALINAS
40558|GUAYAQUIL
40559|SANTA ROSA
40560|GUAYAQUIL
40561|GUAYAQUIL
40562|GUAYAQUIL
40563|GUAYAQUIL
40564|GUAYAQUIL
40565|PLAYAS
40566|PORTOVIEJO
40567|SAMBORONDÓN
40568|NARANJAL
40569|GUAYAQUIL
40570|GUAYAQUIL
40571|GUAYAQUIL
40572|GUAYAQUIL
40573|GUAYAQUIL
40574|DURÁN
40575|QUEVEDO
40576|DAULE
40577|GUAYAQUIL
40578|QUEVEDO
40579|GUAYAQUIL
40580|GUAYAQUIL
40581|GUAYAQUIL
40582|DURÁN
40583|MACHALA
40584|GUAYAQUIL
40585|GUAYAQUIL
40586|GUAYAQUIL
40587|SUCRE
40588|SUCRE
40589|GUAYAQUIL
40590|MANTA
40591|GUAYAQUIL
40592|HUAQUILLAS
40593|HUAQUILLAS
40594|GUAYAQUIL
40595|SANTA ELENA
40596|SANTA ELENA 
40597|SANTA ELENA
40598|SALINAS
40599|NARANJITO
40600|NARANJITO
40601|PORTOVIEJO
40602|SAMBORONDÓN
40603|PORTOVIEJO
40604|GUAYAQUIL
40605|GUAYAQUIL
40606|GUAYAQUIL
40607|SALINAS
40608|MANTA
40609|MILAGRO
40610|GUAYAQUIL
40611|MACHALA
40612|PORTOVIEJO
40613|ARENILLAS
40614|SANTA ELENA
40615|GUAYAQUIL
40616|BUENA FE
40617|PORTOVIEJO
40618|GUAYAQUIL
40619|SAMBORONDÓN
40620|GUAYAQUIL
40621|GUAYAQUIL
40622|HUAQUILLAS
40623|SALINAS
40624|GUAYAQUIL
40625|HUAQUILLAS
40626|HUAQUILLAS
40627|MACHALA
40628|SANTA ELENA
40629|GUAYAQUIL
40630|GUAYAQUIL
40631|GUAYAQUIL
40632|MANTA
40633|EL TRIUNFO
40634|GUAYAQUIL
40635|PORTOVELO
40636|GUAYAQUIL
40637|HUAQUILLAS
40638|GUAYAQUIL
40639|MACHALA
40640|BABAHOYO
40641|GUAYAQUIL
40642|GUAYAQUIL
40643|GUAYAQUIL
40644|GUAYAQUIL
40645|GUAYAQUIL
40646|PLAYAS
40647|DURÁN
40648|DURÁN
40649|DURÁN
40650|GUAYAQUIL
40651|GUAYAQUIL
40652|GUAYAQUIL
40653|DURÁN
40654|GUAYAQUIL
40655|SAMBORONDÓN
40656|GUAYAQUIL
40657|SAMBORONDÓN
40658|GUAYAQUIL
40659|GUAYAQUIL
40660|BUENA FE
40661|SAMBORONDÓN
40662|PUERTO LÓPEZ
40663|QUEVEDO
40664|SALINAS
40665|GUAYAQUIL
40666|SUCRE
40667|GUAYAQUIL
40668|GUAYAQUIL
40669|GUAYAQUIL
40670|SANTA ELENA
40671|MACHALA
40672|MACHALA
40673|ARENILLAS
40674|GUAYAQUIL
40675|MANTA
40676|GUAYAQUIL
40677|SANTA ELENA
40678|MANTA
40679|MANTA
40680|GUAYAQUIL
40681|MILAGRO
40682|BABAHOYO
40683|SAMBORONDÓN
40684|SAMBORONDÓN
40685|SANTA ELENA
40686|GUAYAQUIL
40687|GUAYAQUIL
40688|SANTA LUCIA
40689|GUAYAQUIL
40690|MACHALA
40691|MACHALA
40692|MACHALA
40693|MACHALA
40694|QUEVEDO
40695|MANTA
40696|GUAYAQUIL
40697|GUAYAQUIL
40698|PORTOVIEJO
40699|SANTA ELENA
40700|SALINAS
40701|SANTA ELENA 
40702|ZARUMA
40703|PUERTO LÓPEZ
40704|SAN VICENTE
40705|GENERAL ANTONIO ELIZALDE
40706|MACHALA
40707|MANTA
40708|PEDERNALES
40709|MANTA
40710|PUERTO LÓPEZ
40711|JIPIJAPA
40712|MANTA
40713|QUEVEDO
40714|SANTA ELENA
40715|LA LIBERTAD
40716|SANTA ELENA 
40717|PASAJE
40718|MANTA
40719|SALINAS
40720|MANTA
40721|QUEVEDO
40722|SANTA ELENA
40723|PUERTO LÓPEZ
40724|SALINAS
40725|MACHALA
40726|PUERTO LÓPEZ
40727|SANTA ELENA
40728|HUAQUILLAS
40729|GUAYAQUIL
40730|MANTA
40731|GUAYAQUIL
40732|MACHALA
40733|SANTA ELENA 
40734|PUERTO LÓPEZ
40735|PUERTO LÓPEZ
40736|SALINAS
40737|PASAJE
40738|SUCRE
40739|PUERTO LÓPEZ
40740|GUAYAQUIL
40741|MANTA
40742|VENTANAS
40743|MACHALA
40744|SANTA ELENA
40745|SANTA ELENA
40746|SANTA ELENA 
40747|MANTA
40748|PUERTO LÓPEZ
40749|MANTA
40750|PORTOVIEJO
40751|PEDERNALES
40752|GUAYAQUIL
40753|HUAQUILLAS
40754|MANTA
40755|MANTA
40756|GUAYAQUIL
40757|SUCRE
40758|PORTOVIEJO
40759|MACHALA
40760|MANTA
40761|MANTA
40762|GUAYAQUIL
40763|MANTA
40764|MANTA
40765|GUAYAQUIL
40766|MANTA
40767|SANTA ELENA 
40768|NARANJAL
40769|MACHALA
40770|SANTA ELENA 
40771|PEDERNALES
40772|QUEVEDO
40773|PLAYAS
40774|TOSAGUA
40775|PUERTO LÓPEZ
40776|MANTA
40777|MACHALA
40778|BALAO
40779|JARAMIJÓ
40780|GUAYAQUIL
40781|SALINAS
40782|SANTA ELENA
40783|SANTA ELENA
40784|SANTA ELENA 
40785|MACHALA
40786|GUAYAQUIL
40787|PORTOVIEJO
40788|PORTOVIEJO
40789|PUERTO LÓPEZ
40790|PEDERNALES
40791|PORTOVIEJO
40792|PORTOVIEJO
40793|SANTA ELENA
40794|SANTA ELENA 
40795|PUERTO LÓPEZ
40796|SANTA ELENA
40797|FLAVIO ALFARO
40798|PUERTO LÓPEZ
40799|SAN VICENTE
40800|PUERTO LÓPEZ
40801|SANTA ELENA
40802|SANTA ELENA
40803|PUERTO LÓPEZ
40804|PLAYAS
40805|JAMA
40806|SAN VICENTE
40807|EL TRIUNFO
40808|SALINAS
40809|ZARUMA
40810|PIÑAS
40811|PUERTO LÓPEZ
40812|SANTA ELENA 
40813|PEDERNALES
40814|PUERTO LÓPEZ
40815|PUERTO LÓPEZ
40816|SANTA ELENA
40817|ARENILLAS
40818|PUERTO LÓPEZ
40819|QUINSALOMA
40820|PUERTO LÓPEZ
40821|SALINAS
40822|PLAYAS
40823|SANTA ELENA 
40824|PUERTO LÓPEZ
40825|SANTA ELENA
40826|SANTA ELENA
40827|JAMA
40828|PASAJE
40829|PASAJE
40830|PIÑAS
40831|SALINAS
40832|PUERTO LÓPEZ
40833|MANTA
40834|PUERTO LÓPEZ
40835|MANTA
40836|SANTA ELENA
40837|GUAYAQUIL
40838|GUAYAQUIL
40839|GUAYAQUIL
40840|MANTA
40841|GUAYAQUIL
40842|EL CARMEN
40843|GUAYAQUIL
40844|PIÑAS
40845|SUCRE
40846|MACHALA
40847|MANTA
40848|ZARUMA
40849|GUAYAQUIL
40850|SANTA ELENA
40851|PUERTO LÓPEZ
40852|MANTA
40853|LA LIBERTAD
40854|MANTA
40855|SALINAS
40856|LA LIBERTAD
40857|PUERTO LÓPEZ
40858|PORTOVIEJO
40859|GUAYAQUIL
40860|GUAYAQUIL
40861|SALINAS
40862|PIÑAS
40863|GUAYAQUIL
40864|GUAYAQUIL
40865|QUEVEDO
40866|PEDERNALES
40867|GUAYAQUIL
40868|SAMBORONDÓN
40869|BABAHOYO
40870|SANTA ELENA 
40871|GUAYAQUIL
40872|GUAYAQUIL
40873|SANTA ELENA 
40874|GUAYAQUIL
40875|MACHALA
40876|MACHALA
40877|MACHALA
40878|GUAYAQUIL
40879|GUAYAQUIL
40880|QUEVEDO
40881|PORTOVIEJO
40882|MANTA
40883|PORTOVIEJO
40884|PORTOVIEJO
40885|MILAGRO
40886|HUAQUILLAS
40887|SALINAS
40888|SALINAS
40889|GUAYAQUIL
40890|MANTA
40891|EL TRIUNFO
40892|PLAYAS
40893|MACHALA
40894|MACHALA
40895|GUAYAQUIL
40896|GUAYAQUIL
40897|LA LIBERTAD
40898|MACHALA
40899|SUCRE
40900|MACHALA
40901|SALINAS
40902|SALINAS
40903|SALINAS
40904|PORTOVIEJO
40905|SANTA ELENA
40906|SAN VICENTE
40907|GUAYAQUIL
40908|PLAYAS
40909|QUEVEDO
40910|SANTA ELENA 
40911|MANTA
40912|MACHALA
40913|PUERTO LÓPEZ
40914|PORTOVIEJO
40915|GUAYAQUIL
40916|EL GUABO
40917|GUAYAQUIL
40918|MACHALA
40919|LA LIBERTAD
40920|EL GUABO
40921|MACHALA
40922|PALENQUE
40923|MANTA
40924|PORTOVIEJO
40925|MILAGRO
40926|HUAQUILLAS
40927|HUAQUILLAS
40928|GUAYAQUIL
40929|QUEVEDO
40930|DURÁN
40931|GUAYAQUIL
40932|SANTA ELENA
40933|GUAYAQUIL
40934|HUAQUILLAS
40935|GUAYAQUIL
40936|PORTOVIEJO
40937|MANTA
40938|GUAYAQUIL
40939|MANTA
40940|MANTA
40941|LA LIBERTAD
40942|SALINAS
40943|MILAGRO
40944|SALINAS
40945|GUAYAQUIL
40946|SALINAS
40947|HUAQUILLAS
40948|HUAQUILLAS
40949|PEDERNALES
40950|LA LIBERTAD
40951|GUAYAQUIL
40952|GUAYAQUIL
40953|SANTA ELENA
40954|PEDRO CARBO
40955|PUERTO LÓPEZ
40956|SANTA ELENA
40957|MANTA
40958|GUAYAQUIL
40959|GUAYAQUIL
40960|GUAYAQUIL
40961|GUAYAQUIL
40962|GUAYAQUIL
40963|GUAYAQUIL
40964|SANTA ELENA
40965|MANTA
40966|MONTALVO
40967|MILAGRO
40968|SALINAS
40969|GUAYAQUIL
40970|GUAYAQUIL
40971|GUAYAQUIL
40972|GUAYAQUIL
40973|SANTA ELENA
40974|SANTA ELENA
40975|SANTA ELENA 
40976|MANTA
40977|MANTA
40978|PORTOVIEJO
40979|PUERTO LÓPEZ
40980|GUAYAQUIL
40981|MANTA
40982|GUAYAQUIL
40983|GUAYAQUIL
40984|GUAYAQUIL
40985|DAULE
40986|SAMBORONDÓN
40987|GUAYAQUIL
40988|SAMBORONDÓN
40989|SAMBORONDÓN
40990|GUAYAQUIL
40991|SAMBORONDÓN
40992|PORTOVIEJO
40993|GUAYAQUIL
40994|SAMBORONDÓN
40995|GUAYAQUIL
40996|GUAYAQUIL
40997|GUAYAQUIL
40998|GUAYAQUIL
40999|GUAYAQUIL
41000|PUERTO LÓPEZ
41001|MANTA
41002|PORTOVIEJO
41003|PORTOVIEJO
41004|SAMBORONDÓN
41005|GUAYAQUIL
41006|MACHALA
41007|GUAYAQUIL
41008|ZARUMA
41009|MILAGRO
41010|GUAYAQUIL
41011|GUAYAQUIL
41012|BABAHOYO
41013|GUAYAQUIL
41014|MANTA
41015|DAULE
41016|MACHALA
41017|SALINAS
41018|SALINAS
41019|MANTA
41020|GUAYAQUIL
41021|SANTA ELENA 
41022|GUAYAQUIL
41023|MACHALA
41024|SALINAS
41025|PORTOVIEJO
41026|GUAYAQUIL
41027|GUAYAQUIL
41028|GUAYAQUIL
41029|PEDERNALES
41030|SAMBORONDÓN
41031|GUAYAQUIL
41032|GUAYAQUIL
41033|PUERTO LÓPEZ
41034|PUERTO LÓPEZ
41035|GUAYAQUIL
41036|DURÁN
41037|GUAYAQUIL
41038|GUAYAQUIL
41039|GUAYAQUIL
41040|QUEVEDO
41041|PUERTO LÓPEZ
41042|SALINAS
41043|GUAYAQUIL
41044|NARANJAL
41045|SANTA ELENA 
41046|SANTA ELENA 
41047|SUCRE
41048|SAMBORONDÓN
41049|GUAYAQUIL
41050|GUAYAQUIL
41051|SALINAS
41052|SALINAS
41053|SAMBORONDÓN
41054|GUAYAQUIL
41055|PEDERNALES
41056|SANTA ROSA
41057|JIPIJAPA
