id|parroquia|id_1
25856|ZARUMA, CABECERA CANTONAL|40848
25857|NUEVE DE OCTUBRE|40849
25858|MANGLARALTO|40850
25859|PUERTO LÓPEZ, CABECERA CANTONAL|40851
25860|TARQUI|40852
25861|LA LIBERTAD, CABECERA CANTONAL|40853
25862|MANTA, CABECERA CANTONAL|40854
25863|SALINAS, CABECERA CANTONAL|40855
25864|LA LIBERTAD, CABECERA CANTONAL|40856
25865|PUERTO LÓPEZ, CABECERA CANTONAL|40857
25866|ANDRÉS DE VERA|40858
25867|TARQUI|40859
25868|ROCAFUERTE|40860
25869|GENERAL ALBERTO ENRÍQUEZ GALLO|40861
25870|PIÑAS, CABECERA CANTONAL|40862
25871|TARQUI|40863
25872|TARQUI|40864
25873|QUEVEDO, CABECERA CANTONAL|40865
25874|COJIMÍES|40866
25875|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40867
25876|SAMBORONDÓN, CABECERA CANTONAL|40868
25877|CLEMENTE BAQUERIZO|40869
25878|MANGLARALTO|40870
25879|TARQUI|40871
25880|BOLÍVAR  (SAGRARIO) |40872
25881|MANGLARALTO|40873
25882|CARBO (CONCEPCIÓN)|40874
25883|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40875
25884|PUERTO BOLÍVAR|40876
25885|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40877
25886|ROCA|40878
25887|TARQUI|40879
25888|24 DE MAYO|40880
25889|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40881
25890|MANTA, CABECERA CANTONAL|40882
25891|12 DE MARZO|40883
25892|CRUCITA|40884
25893|MILAGRO, CABECERA CANTONAL|40885
25894|MILTON REYES|40886
25895|SALINAS, CABECERA CANTONAL|40887
25896|SALINAS, CABECERA CANTONAL|40888
25897|LETAMENDI|40889
25898|MANTA, CABECERA CANTONAL|40890
25899|EL TRIUNFO, CABECERA CANTONAL|40891
25900|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|40892
25901|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40893
25902|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40894
25903|ROCA|40895
25904|SUCRE|40896
25905|LA LIBERTAD, CABECERA CANTONAL|40897
25906|LA PROVIDENCIA|40898
25907|CHARAPOTÓ|40899
25908|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40900
25909|GENERAL ALBERTO ENRÍQUEZ GALLO|40901
25910|GENERAL ALBERTO ENRÍQUEZ GALLO|40902
25911|GENERAL ALBERTO ENRÍQUEZ GALLO|40903
25912|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40904
25913|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40905
25914|CANOA|40906
25915|ROCA|40907
25916|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|40908
25917|QUEVEDO, CABECERA CANTONAL|40909
25918|MANGLARALTO|40910
25919|MANTA, CABECERA CANTONAL|40911
25920|LA PROVIDENCIA|40912
25921|PUERTO LÓPEZ, CABECERA CANTONAL|40913
25922|ANDRÉS DE VERA|40914
25923|CARBO (CONCEPCIÓN) |40915
25924|EL GUABO, CABECERA CANTONAL|40916
25925|TARQUI|40917
25926|LA PROVIDENCIA|40918
25927|LA LIBERTAD, CABECERA CANTONAL|40919
25928|EL GUABO, CABECERA CANTONAL|40920
25929|LA PROVIDENCIA|40921
25930|PALENQUE|40922
25931|SANTA MARIANITA (BOCA DE PACOCHE)|40923
25932|SAN PABLO|40924
25933|MILAGRO, CABECERA CANTONAL|40925
25934|MILTON REYES|40926
25935|MILTON REYES|40927
25936|ROCAFUERTE|40928
25937|QUEVEDO, CABECERA CANTONAL|40929
25938|ELOY ALFARO (DURÁN), CABECERA CANTONAL|40930
25939|LETAMENDI|40931
25940|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40932
25941|AYACUCHO|40933
25942|MILTON REYES|40934
25943|ROCA|40935
25944|FRANCISCO PACHECO|40936
25945|ELOY ALFARO|40937
25946|TARQUI|40938
25947|MANTA, CABECERA CANTONAL|40939
25948|MANTA, CABECERA CANTONAL|40940
25949|LA LIBERTAD, CABECERA CANTONAL|40941
25950|SALINAS, CABECERA CANTONAL|40942
25951|MILAGRO, CABECERA CANTONAL|40943
25952|SALINAS, CABECERA CANTONAL|40944
25953|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40945
25954|SALINAS, CABECERA CANTONAL|40946
25955|HUAQUILLAS, CABECERA CANTONAL|40947
25956|MILTON REYES|40948
25957|COJIMÍES|40949
25958|LA LIBERTAD, CABECERA CANTONAL|40950
25959|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40951
25960|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40952
25961|MANGLARALTO|40953
25962|PEDRO CARBO, CAB CANTONAL|40954
25963|PUERTO LÓPEZ, CABECERA CANTONAL|40955
25964|MANGLARALTO|40956
25965|MANTA, CABECERA CANTONAL|40957
25966|TARQUI|40958
25967|TARQUI|40959
25968|XIMENA|40960
25969|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40961
25970|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40962
25971|PASCUALES|40963
25972|MANGLARALTO|40964
25973|MANTA, CABECERA CANTONAL|40965
25974|MONTALVO, CABECERA CANTONAL|40966
25975|MILAGRO, CABECERA CANTONAL|40967
25976|SALINAS, CABECERA CANTONAL|40968
25977|TARQUI|40969
25978|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40970
25979|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40971
25980|ROCA|40972
25981|MANGLARALTO|40973
25982|MANGLARALTO|40974
25983|MANGLARALTO|40975
25984|MANTA, CABECERA CANTONAL|40976
25985|MANTA, CABECERA CANTONAL|40977
25986|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40978
25987|SALANGO|40979
25988|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40980
25989|MANTA, CABECERA CANTONAL|40981
25990|TARQUI|40982
25991|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40983
25992|TARQUI|40984
25993|LA AURORA (SATÉLITE)|40985
25994|LA PUNTILLA (SATÉLITE)|40986
25995|TARQUI|40987
25996|SAMBORONDÓN, CABECERA CANTONAL|40988
25997|TARIFA|40989
25998|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40990
25999|SAMBORONDÓN, CABECERA CANTONAL|40991
26000|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40992
26001|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40993
26002|TARIFA|40994
26003|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40995
26004|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40996
26005|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40997
26006|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|40998
26007|TARQUI|40999
26008|PUERTO LÓPEZ, CABECERA CANTONAL|41000
26009|MANTA, CABECERA CANTONAL|41001
26010|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41002
26011|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41003
26012|TARIFA|41004
26013|TARQUI|41005
26014|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41006
26015|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41007
26016|ZARUMA, CABECERA CANTONAL|41008
26017|MILAGRO, CABECERA CANTONAL|41009
26018|TARQUI|41010
26019|CARBO (CONCEPCIÓN)|41011
26020|SOZORANGA (CAB. CANTONAL)|41012
26021|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41013
26022|MANTA, CABECERA CANTONAL|41014
26023|LA AURORA (SATÉLITE)|41015
26024|NUEVE DE MAYO|41016
26025|SALINAS, CABECERA CANTONAL|41017
26026|SALINAS, CABECERA CANTONAL|41018
26027|LOS ESTEROS|41019
26028|TARQUI|41020
26029|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41021
26030|CARBO (CONCEPCIÓN)|41022
26031|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41023
26032|GENERAL ALBERTO ENRÍQUEZ GALLO|41024
26033|CRUCITA|41025
26034|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41026
26035|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41027
26036|ROCAFUERTE|41028
26037|COJIMÍES|41029
26038|SAMBORONDÓN, CABECERA CANTONAL|41030
26039|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41031
26040|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41032
26041|PUERTO LÓPEZ, CABECERA CANTONAL|41033
26042|PUERTO LÓPEZ, CABECERA CANTONAL|41034
26043|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41035
26044|ELOY ALFARO (DURÁN), CABECERA CANTONAL|41036
26045|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41037
26046|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41038
26047|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41039
26048|QUEVEDO, CABECERA CANTONAL|41040
26049|PUERTO LÓPEZ, CABECERA CANTONAL|41041
26050|SALINAS, CABECERA CANTONAL|41042
26051|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41043
26052|NARANJAL, CABECERA CANTONAL|41044
26053|MANGLARALTO|41045
26054|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41046
26055|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|41047
26056|SAMBORONDÓN, CABECERA CANTONAL|41048
26057|TARQUI|41049
26058|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41050
26059|SALINAS, CABECERA CANTONAL|41051
26060|SALINAS, CABECERA CANTONAL|41052
26061|SAMBORONDÓN, CABECERA CANTONAL|41053
26062|OLMEDO (SAN ALEJO)|41054
26063|PEDERNALES, CABECERA CANTONAL|41055
26064|SANTA ROSA (CABECERA CANTONAL)|41056
26065|JIPIJAPA, CABECERA CANTONAL|41057
26066|PICOAZÁ|41058
26067|MANTA, CABECERA CANTONAL|41059
26068|OLMEDO (SAN ALEJO)|41060
26069|SAN CAMILO|41061
26070|QUEVEDO, CABECERA CANTONAL|41062
26071|SALANGO|41063
26072|MANTA, CABECERA CANTONAL|41064
26073|MANTA, CABECERA CANTONAL|41065
26074|CHANDUY|41066
26075|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41067
26076|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41068
26077|ARENILLAS, CABECERA CANTONAL|41069
26078|PUERTO BOLÍVAR|41070
26079|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|41071
26080|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41072
26081|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41073
26082|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41074
26083|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41075
26084|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41076
26085|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41077
26086|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41078
26087|PASAJE, CABECERA CANTONAL|41079
26088|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41080
26089|MONTECRISTI|41081
26090|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41082
26091|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41083
26092|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41084
26093|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41085
26094|QUEVEDO, CABECERA CANTONAL|41086
26095|CRUCITA|41087
26096|MONTALVO, CABECERA CANTONAL|41088
26097|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41089
26098|HUAQUILLAS, CABECERA CANTONAL|41090
26099|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41091
26100|SALINAS, CABECERA CANTONAL|41092
26101|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41093
26102|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41094
26103|BALAO, CABECERA CANTONAL|41095
26104|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41096
26105|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41097
26106|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41098
26107|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41099
26108|MONTECRISTI|41100
26109|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41101
26110|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41102
26111|JIPIJAPA, CABECERA CANTONAL|41103
26112|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41104
26113|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41105
26114|ARENILLAS, CABECERA CANTONAL|41106
26115|PEDERNALES, CABECERA CANTONAL|41107
26116|TARQUI|41108
26117|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41109
26118|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41110
26119|SALINAS, CABECERA CANTONAL|41111
26120|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41112
26121|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41113
26122|QUEVEDO, CABECERA CANTONAL|41114
26123|SAN VICENTE, CABECERA CANTONAL|41115
26124|SALINAS, CABECERA CANTONAL|41116
26125|SAN LORENZO DE JIPIJAPA|41117
26126|MANGLARALTO|41118
26127|MANTA, CABECERA CANTONAL|41119
26128|CANOA|41120
26129|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41121
26130|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41122
26131|FRANCISCO PACHECO|41123
26132|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41124
26133|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41125
26134|SALANGO|41126
26135|SALINAS, CABECERA CANTONAL|41127
26136|CANOA|41128
26137|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41129
26138|SAMBORONDÓN, CABECERA CANTONAL|41130
26139|TARQUI|41131
26140|TARQUI|41132
26141|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41133
26142|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41134
26143|TORATA|41135
26144|MANTA, CABECERA CANTONAL|41136
26145|MANTA, CABECERA CANTONAL|41137
26146|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41138
26147|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41139
26148|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41140
26149|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41141
26150|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41142
26151|MANTA, CABECERA CANTONAL|41143
26152|QUEVEDO, CABECERA CANTONAL|41144
26153|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|41145
26154|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41146
26155|QUEVEDO, CABECERA CANTONAL|41147
26156|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41148
26157|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41149
26158|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41150
26159|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41151
26160|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41152
26161|TARQUI|41153
26162|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41154
26163|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41155
26164|MILAGRO, CABECERA CANTONAL|41156
26165|PIÑAS, CABECERA CANTONAL|41157
26166|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41158
26167|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41159
26168|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41160
26169|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41161
26170|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41162
26171|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41163
26172|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41164
26173|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41165
26174|NARANJAL, CABECERA CANTONAL|41166
26175|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41167
26176|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41168
26177|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41169
26178|TARQUI|41170
26179|VALLE HERMOSO|41171
26180|MANTA, CABECERA CANTONAL|41172
26181|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41173
26182|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41174
26183|MANTA, CABECERA CANTONAL|41175
26184|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41176
26185|VINCES, CABECERA CANTONAL|41177
26186|NARANJITO, CABECERA CANTONAL|41178
26187|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41179
26188|EL TRIUNFO, CABECERA CANTONAL|41180
26189|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41181
26190|MANTA, CABECERA CANTONAL|41182
26191|MILAGRO, CABECERA CANTONAL|41183
26192|MANTA, CABECERA CANTONAL|41184
26193|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41185
26194|MANGLARALTO|41186
26195|SAMBORONDÓN, CABECERA CANTONAL|41187
26196|COLONCHE|41188
26197|EL SALITRE (LAS RMAS) (CABECERA CANTONAL)|41189
26198|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41190
26199|SALINAS, CABECERA CANTONAL|41191
26200|TARQUI|41192
26201|TARQUI|41193
26202|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41194
26203|QUEVEDO, CABECERA CANTONAL|41195
26204|MANTA, CABECERA CANTONAL|41196
26205|MILAGRO, CABECERA CANTONAL|41197
26206|MANTA, CABECERA CANTONAL|41198
26207|MILAGRO, CABECERA CANTONAL|41199
26208|NARANJAL, CABECERA CANTONAL|41200
26209|HUAQUILLAS, CABECERA CANTONAL|41201
26210|MANTA, CABECERA CANTONAL|41202
26211|SANTA ROSA (CABECERA CANTONAL)|41203
26212|SOZORANGA (CAB. CANTONAL)|41204
26213|SALINAS, CABECERA CANTONAL|41205
26214|JOSE LUIS TAMAYO (MUEY)|41206
26215|NARANJAL, CABECERA CANTONAL|41207
26216|QUEVEDO, CABECERA CANTONAL|41208
26217|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41209
26218|DAULE, CABECERA CANTONAL|41210
26219|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41211
26220|CORONEL MARCELINO MARIDUEÑA, CAB CANTONAL|41212
26221|QUEVEDO, CABECERA CANTONAL|41213
26222|QUEVEDO, CABECERA CANTONAL|41214
26223|JOSE LUIS TAMAYO (MUEY)|41215
26224|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41216
26225|SALINAS, CABECERA CANTONAL|41217
26226|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41218
26227|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41219
26228|MANGLARALTO|41220
26229|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41221
26230|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41222
26231|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41223
26232|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41224
26233|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41225
26234|CANOA|41226
26235|ARENILLAS, CABECERA CANTONAL|41227
26236|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41228
26237|SAMBORONDÓN, CABECERA CANTONAL|41229
26238|LA PUNTILLA (SATÉLITE)|41230
26239|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41231
26240|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41232
26241|ELOY ALFARO (DURÁN), CABECERA CANTONAL|41233
26242|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41234
26243|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41235
26244|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41236
26245|SAMBORONDÓN, CABECERA CANTONAL|41237
26246|DAULE, CABECERA CANTONAL|41238
26247|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41239
26248|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41240
26249|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41241
26250|PASCUALES|41242
26251|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41243
26252|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41244
26253|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41245
26254|PASCUALES|41246
26255|ELOY ALFARO (DURÁN), CABECERA CANTONAL|41247
26256|SAMBORONDÓN, CABECERA CANTONAL|41248
26257|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|41249
26258|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41250
26259|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41251
26260|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41252
26261|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41253
26262|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41254
26263|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41255
26264|LA LIBERTAD, CABECERA CANTONAL|41256
26265|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41257
26266|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41258
26267|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41259
26268|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41260
26269|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41261
26270|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41262
26271|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41263
26272|MILAGRO, CABECERA CANTONAL|41264
26273|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41265
26274|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41266
26275|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41267
26276|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41268
26277|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41269
26278|DAULE, CABECERA CANTONAL|41270
26279|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|41271
26280|PASCUALES|41272
26281|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41273
26282|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41274
26283|PASCUALES|41275
26284|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41276
26285|PASCUALES|41277
26286|QUEVEDO, CABECERA CANTONAL|41278
26287|ELOY ALFARO (DURÁN), CABECERA CANTONAL|41279
26288|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41280
26289|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41281
26290|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|41282
26291|DOCTOR CAMILO PONCE |41283
26292|ELOY ALFARO (DURÁN), CABECERA CANTONAL|41284
26293|SOZORANGA (CAB. CANTONAL)|41285
26294|MANTA, CABECERA CANTONAL|41286
26295|MANTA, CABECERA CANTONAL|41287
26296|TARQUI|41288
26297|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41289
26298|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41290
26299|MANTA, CABECERA CANTONAL|41291
26300|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41292
26301|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41293
26302|VENTANAS, CABECERA CANTONAL|41294
26303|VENTANAS, CABECERA CANTONAL|41295
26304|VENUS DEL RÍO QUEVEDO|41296
26305|QUEVEDO, CABECERA CANTONAL|41297
26306|TARQUI|41298
26307|XIMENA|41299
26308|TARQUI|41300
26309|LOS ESTEROS|41301
26310|VINCES, CABECERA CANTONAL|41302
26311|DOCTOR CAMILO PONCE |41303
26312|DOCTOR CAMILO PONCE |41304
26313|MANTA, CABECERA CANTONAL|41305
26314|FEBRES CORDERO|41306
26315|TARQUI|41307
26316|TARQUI|41308
26317|XIMENA|41309
26318|TARQUI|41310
26319|XIMENA|41311
26320|TARQUI|41312
26321|TARQUI|41313
26322|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41314
26323|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41315
26324|LEONIDAS PLAZA GUTIÉRREZ|41316
26325|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41317
26326|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41318
26327|TARIFA|41319
26328|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41320
26329|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41321
26330|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41322
26331|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|41323
