idEstablecimiento|nombre_esta|clasificacion|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|id_servicios
31142|LA CATRINA TACOS Y TEQUILAS|RESTAURANTE|RICARDO SANCHEZ 3-43 RIO QUININDE|DIAGONAL A LA GRUTA DE LA VIRGEN|959222901|963511740|lacatrinaibarra@gmail.com|lacatrinaibarra.com|103|53351
31143|D' ANGELO PIZZERÍA|RESTAURANTE|SUCRE S/N Y QUITO||2927364||||108|53352
31144|COCKTAILS & DREAMS|BAR|JUAN JOSÉ FLORES # 3-72 Y ROCAFUERTE||2951858||cocktailsdreams@hotmail.com||144|53353
31145|LA BOTICA CAFE|CAFETERÍA|Bolivar 7-92 Pedro Moncayo|Local esquinero. con balcones con toldos azules.|992947645|997102458|laboticacafe@gmail.com||233|53354
31146|ESPRESSO RÍO INTAG|CAFETERÍA|VALLADOLID N24-353 y VIZCAYA|CINE OCHO Y MEDIO|22904720|999087673|rio.intag.cafe@gmail.com||179|53355
31147|GUARANGO ZERO|RESTAURANTE|PANAMERICANA NORTE KM 893 - SECTOR BOLA DE GUACHALA||2110377||||220|53356
31148|SAN LUIS|HOSTAL|CALDERON 602 RICAURTE Y 31 DE OCTUBRE|JUNTO A LA ESCUELA SARANCE||996521985|carlitosruiz17@hotmail.com||237|53357
31149|HOSTAL CAYAMBE|HOSTAL|calle Bolivar 107 Juan Montalvo|a media cuadra del UPC de Cayambe|987592018||elizabethvalenzuela1307@hotmail.com||172|53358
31150|LA HORNILLA #2|RESTAURANTE|CALLE OBISPO MOSQUERA||||tatti_bt@hotmail.com||131|53359
31151|LA HORNILLA 2|RESTAURANTE|Calle Obispo Mosquera sn Calle Juan Bosco|A media cuadra del parque&nbsp de la Familia|62533272|984489820|tatti_bt@hotmail.com||154|53360
31152|FAYETTE COTACACHI LA|CAFETERÍA|CALLE BOLIVAR Y SUCRE EDIF. PLAZA INTERCULARIDAD||2914456||edisonpullas@hotmail.com||105|53361
31153|VACA GORDA LA|RESTAURANTE|10 de AGOSTO Y PEDRO MONCAYO||2916210||||139|53362
31154|HOSTAL BARCELONA|HOSTAL|CALLE FLORES 8-51 CALLE SANCHEZ Y CIFUENTES|DIAGONAL A LA IGLESIA LA MERCED|989960994|62600871|anas3346@gmail.com||162|53363
31155|LA KAFRA PARRILLADAS|RESTAURANTE|Rio Zamora LT 4131 y Rio Napo|PISO: PB. SECTOR: A MEDIA CUADRA DE ESCUELA LONDRES|22862148|22862148|contabilidadlakafra@hotmail.com||177|53364
31156|LA COSECHA COFFEE & BAKERY|CAFETERÍA|MODESTO JARAMILLO V3P-553 SALINAS|FRENTE A LA PLAZA DE PONCHOS, JUNTO A LA FARMACIA ECON&Ograve MICA|983775800|62924520|amandaisabelcm1984@gmail.com|www.lacosechaec.com|222|53365
31157|EL KAFETAL|CAFETERÍA|CALLE SUCRE Y AV. TEODORO GOMEZ||984257143||||138|53366
31158|CACTUS RUNABAR|BAR|JerÓnimo CarriÓn E4-74 y Av. Rio Amazonas||22549591|984355761|marcoant69_7@hotmail.com||134|53367
31159|C.A.C.T.U.S. RUNABAR|DISCOTECA|JERONIMO CARRIÓN E4-74 y AV AMAZONAS|CERCA DE LA BOLSA DE VALORES JUNTO A UN PARQUEDERO|22549591|984672526|marcoant69_7@hotmail.com||100|53368
31160|PETI RROJO HAUS|CAFETERÍA|CALLE NAZACOTA PUENTO S/N CALLE EUGENIO ESPEJO|AVENIDA EL RETORNO PASA POLIDEPORTIVO LA CANDELARIA CALLE A LA IZQUIERZA A UN KILOMETRO|980248250|62625203|harmoniayfelicidad@yahoo.es||220|53369
31161|THE RED PUB|BAR|MORALES 5-02 ENTRE SUCRE Y MODESTO JARAMILLO||||||250|53370
31162|LA MACARENA|CAFETERÍA|CRISTOBAL COLON 476 ROCAFUERTE|Estamos ubicados en uno de los barrios más tradicionales de la ciudad, el barrio La Dolorosa, en pleno centro de Ibarra. A una cuadra del actual Registro Civil y del Instituto Técnico Imbabura.|999241705|62959063|veronicaiv_3@hotmail.com||202|53371
31163|HOSTAL QUINTA SAN CARLOS|HOSTAL|Sanchez y Cifuentes 6-61 Juan Grijalva|a media cuadra del parque la merced|981878011|65001967|carlos.aceldo@gmail.com||176|53372
31164|CURVA LA|CAFETERÍA|VÍA A URCUQUÍ KM 17||3050310||nathalie_a27@hotmail.com||143|53373
31165|RUNA PACHA|HOSTAL|calle vicente ramón roca 10-02 calle Manuel Quiroga|Junto al Colegio Chantal de la ciudad de Otavalo|994106836|967355431|denylson.lc@hotmail.com||127|53374
31166|ATHENE MOON|HOSTAL|LUIS A. MARTINEZ S/N ELOY ALFARO|DIAGONAL A LA ESTACION DE BUSES RIO VERDE|32741730|967884629|gerencia@athenemoon.com|www.athenemoon.com|157|53375
31167|SUITON SUSHI|RESTAURANTE|OLMEDO 2-21 Y RAFAEL TROYA||||||140|53376
31168|RYU BY SUITON|RESTAURANTE|MARIANO ACOSTA S/N VICTOR GOMEZJURADO|DENTRO DEL PATIO DE COMIDAS DE LA PLAZA SHOPPING CENTER|992515515||rickyleonh@gmail.com|www.suitonsushi.com|132|53377
31169|EL BARBARO|RESTAURANTE|ALFREDO OBANDO LUNA 283 Y MALDONADO||95897876||||197|53378
31170|BRISTOUNGE|BAR|PEDRO MONCAYO 3-56 Y MALDONADO||||||205|53379
31171|MESÓN DE PEDRO|RESTAURANTE|10 DE AGOSTO 11-40 Y PEDRO MONCAYO||||picaiza2011homail.com||155|53380
31172|7 GASTRONOMÍA MARINA|RESTAURANTE|LUIS CORDERO E10-55 Y AV 12 DE OCTUBRE|DIAGONAL SWISS HOTEL|984436105|984436105|borrachin93@gmail.com||228|53381
31173|DE LAS FLORES CAFE|CAFETERÍA|FLORES 8-79 SANCHEZ Y CIFUENTES|FRENTE AL PARQUE LA MERCED|998891968|62954407|domimf54@hotmail.com||228|53382
31174|D´WILLIAMS|RESTAURANTE|PANAMERICANA NORTE # 14-46 Y AV. SALINAS||2908213||||112|53383
31175|CSI PUB & GRILL|RESTAURANTE|AV 6 DE DICIEMBRE N53-268 Y DE LOS PINOS|DIAGONAL AL CUARTEL RUMIÑAHUI|22421873|989110760|svcolimba@hotmail.com||246|53384
31176|BRIATY'S HOUSE|RESTAURANTE|Calle Bolívar s/n Calle Montalvo|Paralelo a la Escuela Santísimo Sacramento|993413996|62914555|tamysaltosm@gmail.com||179|53385
31177|HOSTAL BOSTON 1 INTERNACIONAL|HOSTAL|Sozoranga 17B y Serapio Japerabi|PISO: PB. SECTOR: A TRES CUADRAS DE LA COOP 23 DE JULIO|993531043|980879824|lucilapineda80@outlook.com||170|53386
31178|EL MANA DEL MANABA|RESTAURANTE|EUGENIO ESPEJO Y THOMAS HALFLANTS||998833177||kelvinchoez@yahoo.es||181|53387
31179|SAMAY CENTRO RECREATIVO|TERMAS Y BALNEARIOS|BOLÍVAR Y CAPITÁN RAÚL AGUIRRE||||||108|53388
31180|PARRILLA DEL COMPADRE LA|RESTAURANTE|9 DE OCTUBRE Y SUCRE||2915777||inestroya_88@hotmail.com||243|53389
31181|ASADERO ALAS DORADAS|RESTAURANTE|Flores 7-37 Bolivar|Frente al Excuartel de Ibarra|989594294|62586065|eve_lop22@hotmail.com||173|53390
31182|CHIFA CHANG|RESTAURANTE|ELOY ALFARO ENTRE MANABI Y PEDERNALES||97121495||zzhang643@yahoo.com||200|53391
31183|RESTAURANTE ANTONIO DE PIEDRA|RESTAURANTE|panamericana sur km6 entreda Hostería Agustín Delgado|A 1km del semáforo entrada San Antonio vía al Sur|993751999|62550942|santotev8@gmail.com||211|53392
31184|LA BOHEMIA DISCO RETRO|DISCOTECA|diego de vásquez n76-203 y real audiencia|A LADO DE FERRETERÍA DISENSA|999098051|999098051|angela-ap198708@outlook.es||153|53393
31185|OLIMPO CAFE RESTAURANTE EL|RESTAURANTE|AV. NATALIA JARRIN N° OE 3-39 Y 2 DE MAYO||||||179|53394
31186|MUNDO MARINO|RESTAURANTE|PEREZ MUÑOZ Y OLMEDO||062 602 5||rosasalazar1974@hotmail.com||155|53395
31187|POLLOS A LA BRASA MAYITA|RESTAURANTE|CALLE TARQUI Y AMAZONAS||984854395||ipialesmonica399@gmail.com||116|53396
31188|APRENDIZ # 1|BAR|AV. EL RETORNO S/N Y RÍO CURARAY||62956411||aprendiz_j_r@hotmail.com||212|53397
31189|GRAN CHALET|BAR|AV. EL RETORNO # 15-96 Y RÍO CURARAY||62956411||aprendiz_j_r@hotmail.com||104|53398
31190|GRAN CHALET|RESTAURANTE|Avenida El Retorno 7-96 Calle Río Curaray|A una cuadara, hacia el sur, del Colegio Victor Manuel Guzmán. Barrio Los Ceibos|986411746|62517555|retornogranchalet@hotmail.com||148|53399
31191|AQUI ME QUEDO|RESTAURANTE|PANA NORTEY ALFREDO BOADA EN LA ESTACION DE SERVICIO OBANDO VALENCIA||||||227|53400
31192|SAN JOSE|RESTAURANTE|CALLE OVIEDO 7-16 Y BOLIVAR||2695035||||146|53401
31193|HOSTAL PAUKAR|HOSTAL|Calle Sucre 13-06 Calle Salinas|Frente a la Plaza de Ponchos|985092641|985092641|jorge24flores85@gmail.com||175|53402
31194|DOÑA ESTHER|HOSTAL|Juan Montalvo 4-44 Bolívar||62920739||hostalesther@yahoo.com|www.otavalohotel.com|169|53403
31195|YOGURTH REY BURGUER|FUENTE DE SODA|EL ORO 1310 Y GUARANDA||97376752||||196|53404
31196|YOGURT REY BURGUER|FUENTE DE SODA|COOP. 7 LAGOS MZ.50 SOLAR #11||||||117|53405
31197|CHIFA LIN LIN|RESTAURANTE|Lizardo Ruiz OE5-113 y Emilio Bustamante|A UNA CUADRA DEL PARQUE DE COTOCOLLAO|26012632|226012632|jingquing1911@gmail.com||194|53406
31198|HOSTAL LA ROSA OTAVALO|HOSTAL|ROCA 021 QUIROGA|Del terminal dos cuadras direccion sur|992448123|992448123|die.maigua@gmail.com||114|53407
31199|C.A.Y.P.A.|RESTAURANTE|JERÓNIMO CARRIÓN e4-74 y AV RÍO AMAZONAS|A UNA CUADRA DEL BANCO BANK|993759439|22554346|fred_dypc66@hotmail.com||148|53408
31200|KIBUT RUNAKUNAPAK|RESTAURANTE|BOLIVAR 11-08 Y 10 DE AGOSTO||||||187|53409
31201|SAZÓN Y SABOR COLOMBIANO|RESTAURANTE|PANAMERICANA NORTE Y CALLE LUIS GORDILLO||||||115|53410
31202|VERANEANTE EL|RESTAURANTE|SIMÓN BOLÍVAR S/N Y 9 DE OCTUBRE||2915165||felizaestuya@hotmail.com||215|53411
31203|EL NUEVO MESÓN|RESTAURANTE|JerÓnimo CarriÓn 185 Y JosÉ Luis Tamayo|A UNA CUADRA D ELA U CATOLICA|999777624|999777624|chuquinmanuel2@gmail.com||214|53412
31204|HOSTAL WHIPALA|HOSTAL|AV. 6 DE DICIEMBRE N24311 Y N24E JUAN RODRíGUEZ|FRENTE AL BANCO PICHINCHA|987248291|987248291|javier.rosero88@gmail.com||201|53413
31205|RINCÓN DE MOISES|BAR|CALLE RÍO BLANCO 4-81 Y VINCES||2907678||||174|53414
31206|HOSTAL LOS PALCOS QUITO|HOSTAL|S18B E10-96 Y VILCABAMBA|DETRAS DEL PARQUE|987891070|987891070|armand_bensant@hotmail.com||141|53415
31207|MI OTAVALITO|RESTAURANTE|SUCRE # 11-19 Y MORALES||2920176||||135|53416
31208|ACABAR|BAR|ROCAFUERTE S11-03 Y FRANKLIN RIVADENEIRA||2361362||||218|53417
31209|BALCÓN DE IMBABURA|RESTAURANTE|CALLE MODESTO JARAMILLO 7-29 Y PASAJE SAONA||2955049||||167|53418
31210|PARQUEADERO DE LAS PAPAS EL|FUENTE DE SODA|13 DE JUNIO N4-10 Y PULUHAHUA||2395508||jennygordis@hotmail.com||180|53419
31211|LA DIABLA DISCO- BAR|DISCOTECA|Calle Ernesto Monje Sandoval 1-1128 Calle Piedad Gómez Jurado|Tras la panadería de los colombianos,&nbsp a 100 metros del Parque Nuevo Hogar|979131102|998720368|carloseduardoaguas@gmail.com||149|53420
31212|TITOS ASADERO DE POLLOS|RESTAURANTE|ABDON CALDERON Y JULIO MIGUEL AGUINAGA||969462044||||136|53421
31213|ESPRESSO RÍO INTAG|CAFETERÍA|ISABEL LA CATóLICA N24-196 y GALICIA|DETRÁS DEL SWISSOTEL|22556753|984989963|rio.intag.cafe@gmail.com||139|53422
31214|LOS ASADOS DE LA QUINTA|RESTAURANTE|ABELARDO MORAN MUÑÓZ 6-37 VICTOR GÓMEZ JURADO|SECTOR LA QUINTA|62630936|958991355|amaelecuador@gmail.com||107|53423
31215|LOS ASADOS DE LA QUINTA|RESTAURANTE|CALLE OLMEDO 7-24 Y FLORES||2630936||oscarble-@hotmail.es||190|53424
31216|SUPER PARRILLA LA|RESTAURANTE|PANAMERICANA NORTE N° 760 Y MARIANA DE JESUS||||||197|53425
31217|CHIFA EXCELENCIA|RESTAURANTE|Panamericana norte s/n Gonzalez Suárez|a 500 metros de la Gasolinera de Natabuela|959958153|62610108|abigailayala254333frank@gmail.com||179|53426
31218|HOTEL YAMOR CONTINENTAL|HOTEL|Av. Paz Ponce de Leòn s/n Jacinto Collahuazo|Junto al AK&Igrave de Otavalo-frente al destacamento de la Polic&igrave a.|62925850|982604990|cristyanabel@gmail.com||219|53427
31219|LA CLASICA FOOD TRUCK|RESTAURANTE|Calle Sánchez y Cifuentes 23-95 Río Blanco|Al final de parque de la Familia a mano izquierza por la calle Tobias Mena&nbsp hasta la calle Sanchez y Cifuentes 100 metros al Sur. Casa de verjas de verdes|996509894|963425590|laclasica.foodtruck@hotmail.com||247|53428
31220|VEN Y VERÁS|RESTAURANTE|PANAMERICANA NORTE SECTOR ESTACIÓN VALLE DEL CHOTA||||hnvera@gmial.com||249|53429
31221|TULIPAN CAYAMBE EL|FUENTE DE SODA|ROCAFUERTE 3-53 Y 9 DE OCTUBRE||2361050||||223|53430
31222|WEEKEND|RESTAURANTE|Rocafuerte N6-43 Imbabura|A una cuadra y media de Servientrega|991865969|983811829|edwinghg8@hotmail.com||136|53431
31223|EL TENTADERO|BAR|AV. QUITO 10-03 Y MODESTO JARAMILLO||||||104|53432
31224|CAFE TENTACION|RESTAURANTE|AV. NATALIA JARRIN 359 Y CALDERON||2361238||||212|53433
31225|CAFÉ TENTACIÓN|CAFETERÍA|JUAN MONTALVO Y GARCIA MORENO||||||162|53434
31226|DULCE COLACIÓN|FUENTE DE SODA|GABRIEL GARCIA MORENO E2-35 Y SALINAS||||||244|53435
31227|COSTUMBRES|FUENTE DE SODA|AV. CARLOS L. PLAZA DAÑÍN Y FRANCISCO BOLOÑA, C.C. PLAZA QUIL, CORREDOR INTERNO, ISLA 1||990878731||||102|53436
31228|WHIPALA|HOSTAL|JUAN RODRÍGUEZ E8-87 Y AV. 6 DE DICIEMBRE|FRENTE AL BANCO DE PICHINCHA|991691021|979552437|benavidesfrank422@gmail.com||153|53437
31229|HOTEL SUEÑO REAL|HOTEL|Avenida Victor Manuel Guzmán 106 Calle Juan León Mera|Justo en el Redondel&nbsp de&nbsp Ajaví grande|988650319|62643980|nandoaguirre70@hotmail.com||169|53438
31230|ISABELLA BY JAMPA CLUB|DISCOTECA|Avenida 31 de Octubre S/n Los Corregimientos|Tras el Colegio República del Ecuador|62930208|995716870|djdap1992@gmail.com||192|53439
31231|CAFÉ JARU|CAFETERÍA|GALICIA E12-57 e ISABEL LA CATóLICA|A UNA CUADRA DEL SUPERMAXI|23228272|987169238|jarucafe@gmail.com||242|53440
31232|ESPRESSO RIO INTAG|CAFETERÍA|VICENTE ROCAFUERTE 12-38 10 DE AGOSTO Y 9 DE OCTUBRE|A MEDIA CUADRA DEL PARQUE SAN FRANCISCO|961799900|990958242|rio.intag.cafe@gmail.com||132|53441
31233|HOSTAL MAYITA #2|HOSTAL|AV. 107 T CALLE 103||2384005||||120|53442
31234|SANTAGUA|HOSTERÍA|VIA A CHACHIMBIRO SIN NUMERACION AL FINAL DE LA VIA A CHACHIMBIRO|A 200 METROS PASANDO EL COMPLEJO TURÍSTICO ARCO IRIS CHACHIMBIRO|62936060|989824442|reservaciones@santagua.com.ec|www.santagua.com.ec|140|53443
31235|AJAVI|HOTEL|AVDA. MARIANO ACOSTA 1638 CRISTOBAL GOMEZ JURADO|A DOS CUADRAS REDONDEL DE LA MADRE|62955640|994519777|contabilidad@hotelajavi.com|www.hotelajavi.com|159|53444
31236|CHORLAVI|HACIENDA TURÍSTICA|panamericana sur km 4 1/2 s/n cerca rancho carolina|Cerca al puente peatonal Nro 14 sector Chorlavi,&nbsp ubicación entrada identificada con valla publicitaria del establecimiento.|999802300|62932916|ventas@haciendachorlavi.com|www.haciendachorlavi.com|153|53445
31237|LA MIRAGE GARDEN & SPA|HOSTERÍA|10 de Agosto N/D Prolongacion||62915561|997197590|mirage1@mirage.com.ec|www.mirage.com.ec|215|53446
31238|PUERTOLAGO|HOSTERÍA|PANAMERICANA SUR KM 5 5 CALLEJON S/N|PANAMERICANA SUR KM 5.5 DE OTAVALO A ORILLAS DEL LAGO SAN PABLO|62635402|62635400|sergio@puertolago.com|www.puertolago.com|109|53447
31239|HACIENDA CUSIN|HOSTERÍA|CALLE CHIRIBOGA SN FRENTE A LA PLANTACION ROSAS DEL MONTE|REDONDEL DE GONZALES SUAREZ 4 CUADRAS ADELANTE DE LA ESCUELA DE FORMACION DE POLICIAS.|997594256|62918316|arcos_cesar@hotmail.com|www.haciendacusin.com|106|53448
31240|RECOTUR|AGENCIA DE VIAJES DUAL|José Joaquín de Olmedo 5-79 García Moreno|A 20 metros de el parque la Merced direccion norte en la calle Olmedo 5-79|997640471|62955887|margaritamantilla64@hotmail.com||216|53449
31241|DOMITURS|AGENCIA DE VIAJES DUAL|Calle Antonio José de Sucre 13-88 Avenida Teodoro Gómez|Frente a compu equipo|62609001|998597703|meryrevelo@hotmail.com||101|53450
31242|INTIPUNGO OTAVALO|AGENCIA DE VIAJES INTERNACIONAL|Antonio Jose de Sucre S/N Quito|A una cuadra de la Plaza de Ponchos direccion al hospital|999405832|62921999|administracion2@intipungo.com.ec|www.intipungo.com.ec|240|53451
31243|INTIPUNGO|AGENCIA DE VIAJES INTERNACIONAL|Vicente Rocafuerte 6-08 Juan Jose Flores|Parque San Agustin esquina|999405832|62957766|administracion2@intipungo.com.ec|www.intipungo.com.ec|131|53452
31244|INTIPUNGO|AGENCIA DE VIAJES DUAL|Vicente Rocafuerte 6-08 Juan Jose Flores|Parque San Agustin esquina|999405832|62957766|administracion2@intipungo.com.ec|www.intipungo.com.ec|122|53453
31245|YURATOURS|AGENCIA DE VIAJES DUAL|9 DE OCTUBRE SN BOLIVAR|A DOS CUADRAS DEL PARQUE&nbsp|62554240|994989513|oliver@yuratours.com||185|53454
31246|YURATOURS|AGENCIA DE VIAJES DUAL|OVIEDO SN SUCRE|ESQUINA DEL COCO|994989513|62610350|oliver@yuratours.com||122|53455
31247|YURATOURS|AGENCIA DE VIAJES DUAL|MORALES 505 SUCRE|a dos cuadras de la plaza de ponchos|62921861|62923309|oliver@yuratours.com||169|53456
31248|IMBAVIAJES|AGENCIA DE VIAJES DUAL|DR. HERAS 240-400 LUIS CISNEROS|DIAGONAL AL PARQUE 31 DE OCTUBRE|62924441|988274369|ventas2@imbaviajesinternacional.com||119|53457
31249|HACIENDA ZULETA|HACIENDA TURÍSTICA|Carretera Olmedo - Ibarra s/n Comuna Zuleta|La Hacienda Zuleta se encuentra en la Comuna Zuleta. La entrada a la hacienda se encuentra en la vía principal de la carretera Olmedo - Zuleta. Donde está el monumento a Galo Plaza Lasso.|62662216|62662232|info@haciendazuleta.com|www.haciendazuleta.com|143|53458
31250|ECUAHORIZONS|AGENCIA DE VIAJES DUAL|BOLIVAR 467 GARCIA MORENO|JUNTO AL BANCO DE FOMENTO|62958462|981355972|ecuahorizons@yahoo.com||243|53459
31251|DANN CARLTON QUITO|HOTEL|Av. República del Salvador E4-377 e Irlanda|JUNTO AL HOTEL LE PARC|23972670|23972600|manuel.diaz@danncarltonquito.com|www.danncartonquito.com|222|53460
31252|RUNA TUPARI CIA. LTDA.|OPERADOR TURÍSTICO|SUCRE 14-15 QUIROGA|A MEDIA CUADRA DE LA PLAZA DE PONCHOS|62922320|997286756|runatupari@gmail.com|www.runatupari.com|193|53461
31253|ECOMONTES TOUR|AGENCIA DE VIAJES DUAL|BOLÍVAR S/N Y QUITO (3er. piso)||2926244||ecomontes@hotmail.com||222|53462
31254|ECOMONTES TOUR CIA. LTDA|OPERADOR TURÍSTICO|Juan Leon Mera E43-18 y Foch||22903629|22903629|ecomontes@hotmail.com|www.ecomontedtour.com|109|53463
31255|IMBAMETRO|AGENCIA DE VIAJES DUAL|AV.MARIANO ACOSTA 21-47 VICTOR GOMEZJURADO|FRENTE A IMBAUTO|62631450|999690736|metroconta4@gmail.com||243|53464
31256|LAS PALMERAS INN|HOSTERÍA|Andaviejo S/N Sector La Banda|2km Desde la Panamericana entrada a Quichinche|997594256|62668067|arcos_cesar@hotmail.com|www.laspalmerasinn.com|227|53465
31257|MEGATOURS VIAJES Y TURISMO CIA. LTDA|TRANSPORTE TERRESTRE|AVDA. TEODORO GOMEZ DE LA TORRE 15-37 Y LUCILA BENALCAZAR||2585177||megatoursviajesyturismo@hotmail.com||221|53466
31258|CASA MOJANDA|HOSTERÍA|VÍA A MOJANDA S/N KM 3.7 S/N CALLE O|ESCUELA FEDERICO GONZALEZ SUAREZ|62991010|980335108|casamojandainn@gmail.com|WWW.CASAMOJANDA.COM|131|53467
31259|T.T.U.R.O.T|TRANSPORTE TERRESTRE|AV. DE LOS SARANCES S/N Y GUALAMBARI||2926859||turismore@hotmail.com||147|53468
31260|AGUA SAVIA|REFUGIO|s/n via principal sector chachimbiro S/N frente complejo Arco Iris||63048347|984913966|termasaguasavia@hotmail.com|www.aguasavia.com|162|53469
31261|ALLABOUT EQ CIA LTDA|OPERADOR TURÍSTICO|AVENIDA LOS CORAZAS 433 JUAN DE ALBARRACÍN|DEL REDONDEL DEL INGRESO A OTAVALO A MANO DERECHA&nbsp UNA CUADRA JUNTO AL RESTAURANTE BRAZA DE TULCÁN|987915755|62923633|papos3h@gmail.com||192|53470
31262|HACIENDA PIMAN|HOSTERÍA|VÍA ALOBURO ANTIGUA VÍA PIMAN||62304684||guillermoz@sachalodge.com||238|53471
31263|SAN ANDRES & SPA|HOSTERÍA|AV. 13 DE ABRIL 17-054 ESMERALDAS Y MANABÍ||62546528|997128634|info@san-andres.com.ec|www.san-andres.com.ec|228|53472
31264|CABAÑAS DEL LAGO HOSTERIA Y MARINA|HOSTERÍA|AV. MARISCAL SUCRE S/N S/N|AL FRENTE DEL HOSTAL CAMPO LAGO, A ORILLAS DEL LAGO SAN PABLO (EDIFICIO CABAÑAS DEL LAGO)|980357257|62918143|contabilidad@cabanasdellago.com.ec|www.cabanasdellago.com.ec|102|53473
31265|ECOSIERRA S.A.|OPERADOR TURÍSTICO|CALLE LIBORIO MADERA 3-75 CALLE ROCAFUERTR|Detrás de la Basilica de la Dolorosa|967022162|983832549|ecosierra.travel@hotmail.com||131|53474
31266|GEATURIM|TRANSPORTE TERRESTRE|LIBORIO MADERA 3-75 Y ROCAFUERTE||2953000||turismo@geaturim.com||146|53475
31267|SINFONÍA NORTEÑA TUSINNOR CIA LTDA|TRANSPORTE TERRESTRE|SÁNCHEZ Y CIFUENTES 1-93 Y OBISPO JOSÉ CHECA||62958143||sheylajv75@hotmail.com||154|53476
31268|COMPAÑIA DE TRANSPORTE TURISTICO FLOWERSEXPRESS S.A|TRANSPORTE TERRESTRE|"ALBERTO ESPINOZA 11-38 Y NARCISA DE JESUS ""FLORIDA 2"||2480348||||144|53477
31269|WAWATOURS|OPERADOR TURÍSTICO|BOLIVAR Y PICHINCHA||62973602||yajamarisol@gmail.com||171|53478
31270|WAWATOURS|OPERADOR TURÍSTICO|GERMÁN GRIJALVA 5-60 Y BOLIVAR||62606323||wawa-tours@outlook.es||160|53479
31271|IMBATOURING S.A.|OPERADOR TURÍSTICO|GRIJALVA 657 Y OLMEDO||2606399||fernandomejia9@hotmail.com||247|53480
31272|POLIMUNDO|AGENCIA DE VIAJES DUAL|JACINTO PANKERI 4-27 AV. MARIANO ACOSTA|FRENTE AL CONSECIONARIO IMBAUTO|991212649|62642496|asesor@polimundo.ec||119|53481
31273|FAST KUNTUR|AGENCIA DE VIAJES DUAL|BOLIVAR 1013 MORALES|A TRES CUADRAS DEL PARQUE BOLIVAR|62924959|990010154|info@fastkuntur.com|www.fastkuntur.com|137|53482
31274|LAGOTOURS S.A|AGENCIA DE VIAJES DUAL|AV JAIME ROLDÓS 1-133 SANCHEZ Y CIFUENTES|JUNTO AL CUARTEL DE POLICIA|62609325|997534345|agencialagotours@cati.com.ec||104|53483
31275|PAPATIVO TOURS|TRANSPORTE TERRESTRE|CALLE JOSE PONCE PRADO||63049094||||211|53484
31276|HATUNDREAMS TRAVEL|AGENCIA DE VIAJES DUAL|FLORES 9-24 SANCHEZ Y CIFUENTES Y CHICA NA|JUNTO AL CONVENTO LA MERCED|62955150|994512585|wmontalvof@gmail.com||167|53485
31277|CAFE DEL TREN|CAFETERÍA|CALLE ELOY ALFARO Y 12 DE OCTUBRE- SALINAS||||||203|53486
31278|ALLEQUATORIAL TRAVEL|AGENCIA DE VIAJES DUAL|VICENTE ROCAFUERTE 4-38 GRIJALVA|A VEINTE Y CINCO METROS DE LA FUNDACION PEDRO MONCAYO|62604085|992478531|contasoft.fsf@gmail.com||177|53487
31279|XAYMA DEL ECUADOR|AGENCIA DE VIAJES MAYORISTA|SANCHEZ Y CIFUENTES 6-84 GARCIA MORENO|DIAGONAL AL PARQUE LA MERCED|62601851|989483370|eli27andybg@gmail.com||199|53488
31280|VOLCANO TRAVELS|AGENCIA DE VIAJES DUAL|AV EL RETORNO 18-22 RIO BLANCO|A UNA CUADRA DE LA POLICIA COMUNITARIA|62953824|999879793|ventas.volcanotravels@gmail.com|www.volcanotravels.com|106|53489
31281|ZHOU TRAVEL|AGENCIA DE VIAJES DUAL|AV. MARIANO ACOSTA Y LUIS FELIPE BORJA||||||134|53490
31282|HORNERO EL|RESTAURANTE|AV. ELEODORO AYALA Y JOSÉ TOBAR||||||240|53491
31283|M TOUR|AGENCIA DE VIAJES INTERNACIONAL|PEDRO MONCAYO 4-29 Y ROCAFUERTE||2607687||||161|53492
31284|LA GIRALDA|HOTEL|Avenida Atahualpa 15-142 Juan Francisco Bonilla||62956002|993636948|gerencia@hotelgiralda.com|www.hotelgiralda.com|206|53493
31285|TOTORAL|HOSTERÍA|Autopista Yahuarcocha km 5. n/a|Ingresr por el peaje de la Laguna de Yahuarcocha y dar la vuelta por la autopista hasta llegar al km. 5|997565268|984009501|finanzas@hosteriatotoral.com|www.hosteriatotoral.com|133|53494
31286|BAMBUZA|RESTAURANTE|VICTOR GÓMEZ JURADO 1-11 GALO PLAZA||62658110||parcero00@hotmail.com||185|53495
31287|ROYAL DESTINOS.COM|AGENCIA DE VIAJES DUAL|CALLE BOLIVAR 12-10 CALLE RAFAEL LARREA ANDRADE|A MEDIA CUADRA DEL BANCO DEL PICHINCHA.|999907407|996835238|royal.destinos@hotmail.com||178|53496
31288|AECUATOURS|OPERADOR TURÍSTICO|VICENTE ROCAFUERTE 4-38 JUAN MANUEL GRIJALVA|A UNA CUADRA DEL PARQUE SAN AGUSTIN|62645158|999181841|isabella@aecuatours.com||127|53497
31289|CENTRO GASTRONÓMICO PALENQUE|RESTAURANTE|VÍA A SAN LORENZO 9-76 ELOY ALFARO||98893543||andersondavidm1@gmail.com||163|53498
